"country","year","disease_name","disease_category","prevalence_rate","incidence_rate","mortality_rate","age_group","gender","population_affected","healthcare_access","doctors_per_1000","hospital_beds_per_1000","treatment_type","average_treatment_cost_usd","availability_of_vaccines_treatment","recovery_rate","dal_ys","improvement_in_5_years","per_capita_income_usd","education_index","urbanization_rate"
"South Korea",2024,"Hypertension","Bacterial",15.49,12.22,9.67,"Young Adult","Other",156395,84.27,2.68,1.41,"Surgery",45358,"Yes",84.88,2314,2.27,50094,0.76,42.64
"Russia",2020,"Leprosy","Bacterial",19.36,12.33,5.01,"Senior","Other",761403,78,3.03,5.97,"Vaccination",23482,"Yes",80.84,155,1.73,37966,0.5,64.04
"Australia",2020,"Diabetes","Respiratory",3.13,1.98,7.77,"Adult","Female",151925,51.03,1.41,6.3,"Vaccination",12774,"No",86.62,702,4.2,77941,0.77,52.41
"India",2020,"Diabetes","Metabolic",2.65,11.99,3.66,"Senior","Female",352598,68.59,2.12,9.75,"Surgery",13463,"Yes",55.69,4618,0.62,63187,0.72,28.9
"France",2020,"COVID-19","Neurological",7.51,10.16,6.87,"Adult","Other",282042,75.0097594501718,1.58,4.8,"Medication",29371,"Yes",98.74,1058,9.76,49129,0.41,20.49
"France",2024,"Dengue","Respiratory",6.82,7.77,4.14,"Senior","Female",914738,86.67,3.48,9.37,"Medication",29130,"No",53.12,2368,9.96,19719,0.6,38.71
"South Korea",2024,"Dengue","Bacterial",10.5,8.89,4.52,"Child","Other",529731,61.42,2.82,9.63,"Medication",7543,"Yes",54.35,3380,7.38,18445,0.53,37.42
"Australia",2022,"Parkinson's Disease","Autoimmune",10.46,9.06,2.41,"Young Adult","Female",48027,65.61,1.3,4.93,"Surgery",30444,"No",62.46,4856,1.58,23670,0.76,37.85
"South Korea",2020,"Cholera","Parasitic",18.51,11.78,2.1,"Child","Male",941471,82.16,4.34,7.59,"Medication",22522,"No",69.78,4752,8.58,23234,0.8,69.09
"UK",2023,"Asthma","Genetic",6.02,11.82,4.08,"Young Adult","Male",639994,77.69,1.61,7.73,"Therapy",2735,"No",62.18,3765,0.13,51874,0.74,71.13
"Russia",2022,"Leprosy","Genetic",1.51,5.87,0.4,"Senior","Female",95736,75.5,2.92,2.08,"Therapy",19969,"No",53.17,3627,9.1,41875,0.41,61.68
"UK",2020,"Malaria","Viral",12.37,4.16,8.99,"Senior","Female",799094,99.43,1.49,9.56,"Therapy",4611,"Yes",89.91,1787,3.36,86618,0.47,79.28
"Russia",2024,"Dengue","Autoimmune",7.855,2.12,9.66,"Child","Male",834035,72.14,3.5,1.03,"Surgery",30444,"No",66.73,3172,6.32,83639,0.86,26.99
"Germany",2023,"COVID-19","Infectious",2.05,7.58,7.36,"Senior","Other",187711,76.03,3.16,7.96,"Medication",31975,"Yes",76.38,2940,0.7,59011,0.46,79.68
"Mexico",2022,"Rabies","Bacterial",13.61,2.59,1.68,"Child","Male",312689,56.72,3.35,0.52,"Vaccination",37275,"No",55.41,4111,9.07,29099,0.85,70.08
"Nigeria",2020,"Parkinson's Disease","Parasitic",10.83,12.73,4.9,"Senior","Female",515704,55.15,1.6,2.29,"Vaccination",23744,"No",95.76,1055,9.14,60507,0.51,87.9
"Indonesia",2022,"Polio","Genetic",15.7,13.47,1.43,"Child","Male",378582,75.1211636363636,4.54,2.47,"Vaccination",45032,"No",61.15,2167,8.18,4402,0.44,56.98
"Mexico",2021,"Leprosy","Chronic",12.01,13,7.29,"Adult","Female",688992,83.03,1.22,8.58,"Vaccination",26071,"Yes",84.22,3724,2.66,27147,0.72,67.24
"South Africa",2023,"HIV/AIDS","Genetic",10.01,14.89,2.14,"Senior","Male",175395,77.38,3.45,4.51,"Surgery",30594,"Yes",88.86,1299,9.22,43792,0.49,84.09
"France",2024,"Influenza","Genetic",5.16,13.65,1.16,"Adult","Other",753726,92.75,3.13,6.99,"Surgery",48820,"No",71.25,2776,3.02,43371,0.56,71.02
"UK",2024,"HIV/AIDS","Chronic",7.62,13.62,8.66,"Adult","Female",299581,62.67,1.91,4.06,"Surgery",21195,"Yes",71.44,4857,4.5,55581,0.89,62.81
"Russia",2020,"Parkinson's Disease","Viral",6.88,2.82,4.33,"Young Adult","Female",879675,75.91,0.55,3.51,"Surgery",17482,"Yes",59.67,2985,5.16,99388,0.87,29.05
"Saudi Arabia",2020,"Measles","Parasitic",15.19,0.13,0.17,"Senior","Female",928733,96.56,1.93,5.67,"Surgery",1,"Yes",85.98,3271,9.76,84520,0.56,84.92
"Turkey",2020,"Hypertension","Autoimmune",19.57,6.19,4.07,"Young Adult","Male",311346,56.56,2.41,8.13,"Surgery",29534,"No",75.41,2472,8.89,22659,0.5,68.49
"South Africa",2020,"Leprosy","Genetic",17.61,1.86,4.93,"Adult","Male",782967,99.9,2.91,4.85,"Vaccination",30284,"Yes",65.02,1488,6.01,72406,0.61,30.31
"Canada",2022,"Alzheimer's Disease","Genetic",13.95,13.54,4.5,"Adult","Male",240792,86.55,4.75,4.6,"Therapy",34603,"No",66.1,4227,0.89,3803,0.78,51.37
"USA",2024,"Parkinson's Disease","Infectious",11.965,6.58,7.54,"Senior","Male",827762,68.7,1.95,1.52,"Surgery",43213,"No",80.38,4909,4.32,96259,0.53,49.08
"Saudi Arabia",2022,"Hepatitis","Viral",6.15,3.99,5.64,"Child","Other",986193,92.12,2.8,6.22,"Therapy",48062,"No",78.8,4220,1.63,13407,0.78,39.87
"Russia",2023,"COVID-19","Bacterial",9.58,2.25,5.25,"Child","Other",325179,78.23,4.64,6.84,"Vaccination",42958,"No",56.83,4831,3.1,19377,0.84,59.37
"Argentina",2021,"Hepatitis","Chronic",16.41,9.63,2.42,"Senior","Male",117654,76.570406504065,0.93,3.26,"Vaccination",27826,"Yes",93.09,622,4.36,65621,0.47,45.11
"Russia",2022,"Tuberculosis","Cardiovascular",4.72,13.58,9.28,"Young Adult","Other",20823,91.63,0.7,6.41,"Vaccination",37193,"Yes",54.01,918,7.5,44133,0.66,51.7668181818182
"Brazil",2023,"Dengue","Autoimmune",2.87,9.67,1.43,"Senior","Other",390103,74.09,4.16,4.99,"Therapy",23649,"Yes",50.41,2561,9.24,96872,0.76,68.48
"Canada",2024,"HIV/AIDS","Viral",15.21,9.91,5.06,"Senior","Male",320192,55.85,2.66,7.07,"Medication",4631,"Yes",71.37,1007,8.57,96996,0.89,55.9
"Turkey",2022,"Hypertension","Metabolic",5.41,2.27,5.46,"Young Adult","Female",468698,92.52,1.41,9,"Therapy",18655,"No",83.44,1097,0.14,31616,0.58,79.52
"South Korea",2024,"Alzheimer's Disease","Chronic",7.76,13.57,4.45,"Young Adult","Other",976146,92.22,4.17,6.69,"Vaccination",18279,"No",72.68,173,7.27,2376,0.51,52.85
"Italy",2022,"Diabetes","Cardiovascular",7.92,13,2.85,"Child","Male",399365,73.56,2.07,5.48,"Therapy",47154,"Yes",81.7,3515,9.01,17589,0.73,36.74
"Indonesia",2024,"HIV/AIDS","Metabolic",9.95,1.53,8.33,"Young Adult","Male",870977,90.39,2.65,9.55,"Therapy",24181.75,"Yes",66.03,2165,5.05,17217,0.48,79.2
"Canada",2020,"Zika","Cardiovascular",13.28,4.84,1.54,"Adult","Male",12716,69.23,0.58,5.4,"Medication",26971,"No",98.42,3079,0.17,22206,0.77,41.38
"Japan",2020,"Dengue","Neurological",2.49,6.19,1.07,"Adult","Female",22970,82.19,0.91,7.94,"Therapy",26670,"Yes",85.95,2467,1.21,35172,0.48,61.77
"South Africa",2021,"Influenza","Respiratory",3.91,14.63,6.29,"Young Adult","Male",516935,75.22,0.65,1.31,"Therapy",24189,"No",98.39,2013,6.37,24529,0.78,86.13
"South Africa",2020,"Diabetes","Metabolic",5.76,10.01,4.1,"Adult","Male",822303,99.42,3.74,4.92,"Surgery",49100,"No",68.31,2447,1.92,94037,0.01,50.22
"UK",2023,"Polio","Respiratory",4.78,8.3,2.64,"Senior","Male",603882,63.58,3.7,2.06,"Vaccination",26876,"Yes",60.77,3477,0.65,92786,0.69,61.05
"Turkey",2023,"Cancer","Genetic",5.68,2.37,6.93,"Child","Other",373121,75.55,4.35,9.63,"Medication",5535,"Yes",66.07,2776,5.42,84962,0.52,21.12
"Turkey",2023,"Rabies","Metabolic",2.36,11.17,8.28,"Child","Female",503999,83.57,0.89,7.4,"Surgery",21326,"Yes",55.91,815,1.78,70032,0.73,44.89
"Italy",2020,"Tuberculosis","Infectious",1.54,10.19,6.395,"Young Adult","Male",296874,59.46,3.97,6.22,"Therapy",29336,"Yes",71.49,1870,9.81,48822,0.62,83.8
"Turkey",2023,"Cholera","Autoimmune",0.77,9.61,5.63,"Young Adult","Other",73725,89.78,4.67,1.64,"Surgery",27861,"Yes",79.29,649,3.69,45157,0.6,81.06
"Germany",2022,"Ebola","Genetic",18.12,7.86,1.7,"Child","Other",366455,52.75,3.73,5.8,"Vaccination",28779,"No",63.33,3914,6.66,54207,0.6,20.13
"Argentina",2020,"Cholera","Autoimmune",13.46,5.99,5.84,"Child","Female",987864,61.59,3.98,6.96,"Medication",22156,"No",84.24,235,7.54,58720,0.84,30.43
"India",2021,"Malaria","Genetic",1.31,8.59,9.18,"Senior","Male",370709,96.33,3.11,8.31,"Vaccination",39441,"No",57,1476,1.86,9025,0.47,36.77
"Australia",2022,"Diabetes","Cardiovascular",3.3,12.96,3.23,"Senior","Male",189372,91.67,4.41,2.39,"Medication",8368,"No",91.99,903,5.72,77692,0.52,48.31
"Italy",2024,"Rabies","Metabolic",4.89,5.14,0.32,"Young Adult","Female",848363,78.01,1.07,5.2,"Vaccination",9200,"Yes",53.2,4138,3.74,21331,0.61,41.64
"Nigeria",2020,"Hepatitis","Chronic",1.68,14.49,5.37,"Senior","Male",635614,77.71,4.21,3.1,"Therapy",27359,"Yes",78.2,2197,4.41,43304,0.87,42.76
"Argentina",2020,"Leprosy","Cardiovascular",12.4,8.82,6.66,"Senior","Female",667291,94.84,3.6,5.23477272727273,"Medication",45229,"No",81.04,4644,3.62,64588,0.71,58.63
"China",2020,"Alzheimer's Disease","Neurological",19.67,13.33,3.27,"Adult","Male",837538,85.18,3.73,6.41,"Therapy",14677,"No",92.86,2374,9.2,24765,0.53,81.39
"UK",2020,"Malaria","Cardiovascular",18.55,7.44,1.32,"Senior","Other",685072,78,3.57,1.28,"Medication",28605,"Yes",57.81,2839,9.11,34149,0.7,60.07
"Turkey",2021,"Hepatitis","Respiratory",16.26,0.24,7.76,"Young Adult","Other",35071,65.48,1.38,7.51,"Medication",44817,"No",92.38,1605,1.36,80834,0.75,38.55
"Nigeria",2022,"Hepatitis","Parasitic",2.14,8.16,3.92,"Child","Male",448696,99.91,2.69,0.74,"Vaccination",30322,"No",98.26,1197,0.56,11769,0.53,35.75
"Indonesia",2023,"Alzheimer's Disease","Parasitic",10.22,3.31,7.87,"Young Adult","Female",733639,78.23,1.64,8.25,"Surgery",21011,"No",65.44,2698,6.59,1045,0.57,33.56
"Turkey",2023,"Influenza","Chronic",4.08,4.11,2.3,"Young Adult","Other",895998,60.1,1,5.27,"Surgery",4410,"No",87.18,2530,6.53,89958,0.79,35.1
"South Africa",2022,"Zika","Respiratory",14.67,4.24,7.43,"Adult","Other",299416,82.86,3.9,1.11,"Vaccination",23150,"No",61.9,2032,2.94,16836,0.63,83.52
"China",2024,"Hepatitis","Bacterial",5.8,8.73,0.14,"Child","Male",216302,62.88,1.31,1.42,"Vaccination",694,"No",98.74,4094,8.1,6569,0.5,58.23
"UK",2020,"Tuberculosis","Viral",19.29,10.93,4.92,"Adult","Other",133063,94.45,2.72,5.54,"Medication",11694,"No",53.21,4990,9.55,84861,0.58,34.84
"Saudi Arabia",2021,"Malaria","Metabolic",4.51,3.1,5.88,"Adult","Male",468110,61.41,4.85,5.79,"Surgery",17838.8571428571,"Yes",62.01,4504,8.34,35149,0.86,73.95
"France",2020,"COVID-19","Parasitic",3.12,10.04,0.35,"Young Adult","Male",518702,66.65,4.25,1.38,"Therapy",18444,"Yes",69.92,2407,2.87,63418,0.49,62.29
"Brazil",2024,"Measles","Autoimmune",8.46,10.65,7.69,"Child","Other",785903,58.47,2.81,1,"Vaccination",23376,"No",94.15,2139,1.94,28970,0.87,70.44
"Saudi Arabia",2022,"Alzheimer's Disease","Infectious",4.78,0.11,2.08,"Young Adult","Female",36014,68.94,4.82,2.22,"Vaccination",25663,"No",50.42,3999,2.02,4871,0.88,89.86
"India",2023,"Leprosy","Parasitic",4.54,3.49,6.59,"Senior","Male",144588,83.3,2.62,4.65,"Medication",11634,"Yes",70.97,842,2.98,93673,0.79,86.69
"Japan",2023,"Ebola","Respiratory",15.01,1.81,3,"Young Adult","Other",137174,97.19,2.94,4.09,"Therapy",5265,"No",50.49,2168,7.74,77410,0.63,81.49
"Japan",2020,"Asthma","Respiratory",4.76,9.13,8.86,"Young Adult","Other",500578,98.15,1.44,5.07,"Therapy",33483,"No",91.06,4248,0.55,25655,0.83,77.37
"Turkey",2021,"Measles","Cardiovascular",5.82,5.52,3.49,"Child","Other",414675,57.59,2.9,4.12,"Vaccination",20158,"Yes",78.22,4256,6.92,57306,0.4,44.64
"Russia",2022,"Tuberculosis","Metabolic",11.58,9.8,8.31,"Senior","Female",866221,81.02,3.51,7.86,"Therapy",196,"Yes",61.92,4026,4.28,36220,0.55,54.49
"Argentina",2024,"Parkinson's Disease","Neurological",14.74,1.18,4.72,"Senior","Other",815692,88.09,1.4,4.25,"Therapy",18231,"Yes",75.47,1369,1.9,18449,0.8,37.56
"Germany",2023,"Hypertension","Bacterial",8.76,14.14,2.17,"Child","Male",21512,83.69,1.61,5.81,"Medication",4258,"Yes",85.29,812,0.03,2382,0.69,89.55
"Turkey",2023,"Influenza","Infectious",12.06,5.86,0.56,"Senior","Female",703365,70.24,3.79,1.88,"Vaccination",869,"Yes",52.22,3423,9.27,59020,0.57,84.41
"Brazil",2020,"Measles","Parasitic",7.45,1.62,7.15,"Young Adult","Other",618591,91.1,0.53,5.87,"Therapy",38559,"No",56.77,1103,4.34,52957,0.88,61.71
"China",2022,"Cancer","Cardiovascular",13.94,11.74,7.41,"Young Adult","Male",161524,85.94,1.49,6.6,"Surgery",38495,"Yes",76.7,4535,2.56,81224,0.89,52.3523913043478
"Brazil",2022,"Asthma","Infectious",13.2,11.99,4.87,"Senior","Male",401179,64.36,3.43,6.04,"Vaccination",33200,"No",57.39,3876,6.74,75402,0.59,26.4
"India",2024,"Dengue","Genetic",15.6,9.65,2.19,"Child","Other",112319,65.03,1.27,1.51,"Therapy",15542,"No",72.71,4028,0.9,72672,0.44,70.08
"Turkey",2021,"Influenza","Infectious",17.42,1.96,2.08,"Young Adult","Female",430237,78.25,4.91,5.68,"Medication",30628,"Yes",54.79,4023,8.08,62361,0.65,42.74
"Turkey",2021,"Cancer","Autoimmune",13.82,6.4,8.34,"Adult","Female",940458,73.9830943396226,2.45,4.84,"Vaccination",6072,"No",91.34,4722,0.77,15906,0.73,78.56
"Russia",2024,"Parkinson's Disease","Respiratory",8.2,2.07,0.37,"Young Adult","Other",622288,83.78,3.81,9.9,"Medication",15828,"Yes",57.85,604,8.58,25639,0.72,73.16
"Canada",2021,"Cancer","Neurological",7.51,0.48,6.12,"Young Adult","Female",980074,50.44,4.11,5.93,"Surgery",39157,"No",56.36,3723,5.37,75737,0.81,59.89
"Brazil",2020,"COVID-19","Respiratory",11.59,7.52,6.83,"Young Adult","Female",397655,84.41,3.76,8.59,"Vaccination",3619,"Yes",94.47,19,2.32,41365,0.49,63.46
"India",2023,"Ebola","Parasitic",19.18,8.95,4.6,"Young Adult","Female",462709,92.05,3.07,6.42,"Vaccination",48718,"No",86.41,4519,0.65,66902,0.5,63.09
"Germany",2021,"COVID-19","Genetic",19.26,6.66,2.9,"Young Adult","Other",418078,83.24,1.7,1.91,"Surgery",4599,"Yes",83.36,3114,9.97,5345,0.47,53.02
"China",2021,"Influenza","Chronic",1.61,9.42,0.63,"Senior","Other",485230,70.78,4.83,6.83,"Surgery",44842,"No",66.6,152,3.04,76171,0.6,54.95
"Australia",2023,"COVID-19","Metabolic",7.56,11.46,3.82,"Adult","Other",987703,70.41,0.97,3.9,"Therapy",18470,"Yes",78.02,4371,7.45,39507,0.72,74.32
"Australia",2021,"Ebola","Viral",2.49,1.05,8.44,"Young Adult","Female",552332,80.22,1.18,2.27,"Vaccination",5030,"Yes",90.49,4465,6.28,69998,0.53,82.76
"Germany",2020,"Malaria","Bacterial",17.56,13.49,5.81,"Young Adult","Male",269741,78.86,0.64,8.13,"Vaccination",20816,"Yes",94.48,2381,7.82,27316,0.64,49.51
"Italy",2021,"Malaria","Neurological",15.98,9,3.48,"Young Adult","Other",299180,57.87,4.54,3.9,"Surgery",41623,"No",82.13,1218,9.76,53401,0.58,50.41
"South Africa",2022,"Asthma","Cardiovascular",11.24,1.08,1.38,"Senior","Male",120013,75.39,3.28,4.35,"Medication",30778,"Yes",54.61,238,6.49,47789,0.64,48.9
"Japan",2024,"Alzheimer's Disease","Viral",1.25,11.21,4.35,"Young Adult","Female",361372,94.72,3.04,6.02,"Medication",9979,"No",61.03,3051,8.64,83571,0.53,26.01
"Canada",2020,"Hepatitis","Respiratory",3.99,10.06,7.8,"Adult","Male",63688,58.57,4.5,1.55,"Therapy",2577,"Yes",87.69,140,8.47,12552,0.86,64.29
"Germany",2022,"Asthma","Parasitic",5.99,3.91,8.13,"Child","Other",831112,81.28,4,5.524,"Vaccination",5869,"Yes",84.01,1656,7.32,71964,0.48,35.81
"Saudi Arabia",2020,"Diabetes","Genetic",12.7,0.94,9.13,"Child","Male",117238,66.31,4.98,7.15,"Vaccination",10404,"No",67.13,1436,9.51,75553,0.5,38.62
"USA",2024,"Parkinson's Disease","Neurological",11.45,9.34,8.29,"Young Adult","Male",208778,76.44,4.38,2.56,"Surgery",44280,"No",84.67,481,5.46,61300,0.41,50.1
"Italy",2020,"Hepatitis","Infectious",19.73,0.59,1.62,"Child","Female",465153,71.58,0.53,5.61,"Surgery",4061,"Yes",66.31,984,8.14,80180,0.54,58.79
"Indonesia",2023,"Polio","Infectious",19.13,8.36,2.84,"Child","Other",786717,54.59,0.84,4.25,"Therapy",5620,"No",71.9,813,7.88,10548,0.66,47.52
"South Korea",2022,"COVID-19","Neurological",7.98,1.93,2.45,"Senior","Other",978955,92.81,3.03,8.12,"Surgery",16897,"Yes",70.46,3554,6.66,99260,0.73,30.2
"UK",2024,"HIV/AIDS","Respiratory",12.67,0.81,4.23,"Young Adult","Male",4575,86.11,4.39,0.81,"Medication",29736,"No",55.83,1267,5.72,34967,0.42,50.87
"Turkey",2021,"Hypertension","Cardiovascular",8.25,8.81,2.28,"Senior","Other",173324,53.09,3.32,4.14,"Medication",38101,"Yes",76.52,469,6.77,17099,0.88,86.74
"Australia",2023,"Zika","Autoimmune",0.36,8.25,5.6,"Child","Male",929897,50.1,1.86,5.01,"Therapy",44852,"Yes",82.21,113,1.8,52679,0.49,59.66
"Brazil",2022,"Diabetes","Parasitic",15.83,5,5.74,"Child","Female",661547,97.11,4.63,8.27,"Surgery",5949,"Yes",80.73,1084,6.5,84845,0.45,56.4654901960784
"France",2021,"COVID-19","Parasitic",15.15,6.15,8.91,"Senior","Male",658880,79.6,1.18,3.74,"Therapy",47239,"Yes",58.68,1979,9.42,77320,0.78,27.34
"South Korea",2023,"COVID-19","Genetic",19.03,7.12,3.77,"Child","Other",901861,74.34,1.49,5.29,"Therapy",193,"No",84.27,289,0.45,19755,0.5,59.93
"USA",2020,"Influenza","Respiratory",2.34,9.01,9.09,"Child","Female",700153,98.46,2.72537037037037,5.63,"Medication",32422,"No",72.12,2395,5.46,82553,0.41,82.24
"China",2021,"Leprosy","Cardiovascular",1.79,5.67,4.3,"Young Adult","Other",241168,65.68,2.9912962962963,1.47,"Therapy",33292,"Yes",75.05,1356,3.98,49909,0.8,48.5
"South Africa",2024,"Hypertension","Infectious",13.52,12.43,8.15,"Adult","Male",31420,79.38,2.54,8.97,"Vaccination",818,"No",89.39,1766,5.48,21483,0.54,38.44
"UK",2022,"Polio","Bacterial",18.27,3.5,2.04,"Young Adult","Other",741689,94.83,3.79,2.92,"Medication",35575,"No",91.03,569,4.97,40912,0.76,60.75
"Australia",2024,"Asthma","Viral",12.58,8.86,9.57,"Child","Female",379232,82.51,3.28,4.05,"Medication",15202,"Yes",77.92,3119,6.32,19702,0.48,68.85
"Japan",2022,"COVID-19","Autoimmune",10.96,10.82,7.54,"Adult","Other",702976,82.34,1.01,4.97,"Medication",34791,"No",56.95,3417,7.72,98768,0.6,53.12
"Turkey",2022,"Zika","Metabolic",9.27,9.65,1.69,"Young Adult","Male",316576,80.69,0.61,8.38,"Therapy",49597,"Yes",84.66,283,1.45,80396,0.64,68.38
"Canada",2024,"Malaria","Parasitic",18.65,2.26,0.81,"Adult","Other",422383,51.5,1.38,6.37,"Surgery",23006.5555555556,"No",85.02,8,0.86,68199,0.42,56.56
"France",2023,"Zika","Infectious",14.11,8.71,4.15,"Adult","Female",428628,95.5,4.96,8.52,"Therapy",29014,"No",63.78,847,6.04,55442,0.45,21.93
"China",2024,"Polio","Infectious",9.46,13.46,9.54,"Adult","Male",134552,74.91,4.32,7.1,"Vaccination",43493,"Yes",88.98,2767,6.72,80987,0.58,55.86
"India",2022,"Hypertension","Metabolic",19.64,3.11,8.14,"Adult","Other",777034,77.81,2.99,1.41,"Therapy",13703,"Yes",77.64,4891,2.45,13226,0.72,80.09
"Italy",2023,"Malaria","Parasitic",7.24,0.61,8.96,"Adult","Female",620470,91.45,3.4,5.05,"Medication",42675,"Yes",63.73,512,5.27,58528,0.63,54.69
"Australia",2021,"Alzheimer's Disease","Parasitic",4.36,4.3,3.29,"Senior","Female",587250,86.24,2.82,8.91,"Therapy",27441,"No",50.72,1023,9.03,52353,0.76,77.59
"India",2020,"Influenza","Bacterial",17.42,7.68,9.59,"Child","Other",172631,65.56,1.28,7.64,"Vaccination",44157,"Yes",83.14,2188,4.73,24010,0.63,34.62
"Canada",2024,"HIV/AIDS","Genetic",6.76,13.11,7.52,"Senior","Male",341518,77.26,1.84,4.32,"Vaccination",22508,"No",85.04,2684,7.54,39024,0.71,69.23
"South Korea",2023,"Hepatitis","Cardiovascular",0.59,7.6,5.55,"Young Adult","Male",438906,97.63,3.71,8.3,"Vaccination",19564,"No",59.15,4811,8.55,66466,0.73,25.05
"India",2020,"Hepatitis","Chronic",10.36,3.82,9.06,"Senior","Male",686853,60.55,1,2.27,"Vaccination",12501,"No",89.83,180,6.64,24802,0.61,48.11
"Japan",2021,"Tuberculosis","Neurological",15.8,2.1,7.96,"Child","Other",847923,59.7,4.27,8.32,"Surgery",28653,"No",59.36,4637,2.8,50216,0.86,81.75
"Canada",2022,"Hypertension","Metabolic",1.38,10.27,5.63,"Adult","Female",116735,50.38,4.83,4.91,"Medication",7751,"Yes",61.26,3815,7.42,12479,0.84,73.32
"UK",2024,"Rabies","Respiratory",3.27,11.53,6.26,"Child","Female",2699,79.21,2.6,5.53,"Surgery",28302,"No",74.22,3478,0.48,57206,0.56,22.04
"Brazil",2024,"Ebola","Chronic",18.6,1.16,5.25,"Adult","Female",368221,51.37,4.04,8.41,"Vaccination",565,"No",71.47,1106,3.9,58348,0.64,34.3
"UK",2023,"Zika","Viral",19.44,4.09,5.82,"Child","Female",123691,66.68,0.68,9.01,"Medication",43111,"Yes",93.92,2523,5.77,32785,0.58,79.38
"UK",2023,"Polio","Genetic",19.58,9.48,6.51,"Adult","Female",154089,77.72,1.97,1.79,"Medication",27504,"No",63.5,1404,8.57,51059,0.61,63.46
"Nigeria",2020,"Hepatitis","Genetic",0.59,4.53,1.41,"Young Adult","Male",808015,95.95,0.99,6.49,"Vaccination",13293,"No",81.86,3336,2.93,57153,0.77,60.52
"Mexico",2023,"HIV/AIDS","Genetic",16,11.61,2.18,"Adult","Other",628061,62.87,3.98,7.8,"Surgery",23336,"Yes",66.76,4028,1.07,1395,0.47,33.12
"Germany",2021,"Ebola","Autoimmune",4.79,10.2,0.83,"Child","Female",67685,62.98,1.94,7.2,"Surgery",15004,"No",69.2,1730,7.24,45836,0.72,87.24
"Russia",2020,"Alzheimer's Disease","Bacterial",6.38,1.73,6.74,"Child","Male",950422,96.77,2.23,5.33,"Vaccination",17323,"Yes",76.91,4887,2.55,47108,0.71,70.55
"South Korea",2021,"Hypertension","Viral",11.77,9.78,4.44,"Child","Female",652261,75.7718819188192,3.36,1.11,"Medication",3266,"No",56.32,420,9.26,73383,0.55,70.8
"Saudi Arabia",2024,"Asthma","Metabolic",8.27,3.82,4.66,"Young Adult","Female",463521,82.35,0.63,1.63,"Surgery",15112,"Yes",76.77,2013,3.4,64086,0.52,67.75
"Germany",2021,"Cholera","Neurological",6.58,9.55,1.13,"Child","Other",37243,64.46,1.85,9.76,"Vaccination",19788,"No",51.17,2226,1.56,12918,0.52,62.41
"Australia",2024,"HIV/AIDS","Chronic",16.26,8.83,0.29,"Senior","Male",253745,76.08,2.5422641509434,5.55,"Medication",49131,"Yes",52.98,197,6.68,12959,0.68,47.77
"Russia",2024,"Influenza","Neurological",9.23,11.75,7.85,"Adult","Male",995982,93.26,4.22,6.31,"Vaccination",8893,"No",79.07,2119,2.34,93844,0.66,74.08
"Argentina",2022,"COVID-19","Infectious",14.7,0.61,7.37,"Young Adult","Female",755787,61.73,2.47,9.4,"Vaccination",26978,"No",57.51,2442,5.62,71182,0.52,89.22
"India",2021,"Hypertension","Viral",1.47,9.66,0.45,"Child","Other",370539,68.92,2.57,1.27,"Surgery",47821,"No",77.69,19,5.23,33209,0.8,32.79
"China",2021,"Cholera","Viral",10.7,4.9,2.84,"Senior","Other",527432,87.53,4.39,9.61,"Medication",45186,"No",59.4,1020,4.89,46809,0.51,44.62
"Japan",2021,"Hypertension","Respiratory",8.77,0.52,3.43,"Child","Other",797893,82.75,4.91,1.17,"Therapy",26119,"No",88.18,3352,4.36,5744,0.49,51.05
"South Korea",2021,"COVID-19","Parasitic",3.63,13.78,9.83,"Senior","Female",924630,58.52,3.66,7.88,"Medication",47231,"No",89.24,3944,4.17,70600,0.44,49.39
"Italy",2021,"Influenza","Parasitic",7.23,14.65,9.64,"Adult","Female",312055,56.14,1.94,1.25,"Vaccination",474,"No",81.27,2900,3.93,11185,0.72,79.74
"Turkey",2020,"Measles","Genetic",15.66,8,6.85,"Young Adult","Female",797097,58.03,1.83,7.91,"Surgery",24109,"Yes",66.42,513,9.06,46809,0.82,74.77
"India",2023,"Leprosy","Autoimmune",16.01,12.54,9.93,"Adult","Male",56800,80.5,3.68,7.93,"Therapy",30986,"No",78.18,4800,2.53,22524,0.67,20.81
"Mexico",2020,"Zika","Viral",11.58,1.56,1.11,"Child","Male",820499,57.23,4.81,1.7,"Surgery",27391,"No",67.26,885,8.87,24176,0.45,73.99
"Australia",2020,"Polio","Genetic",9.19,1.83,0.16,"Young Adult","Female",237106,91.25,4.81,6.21,"Vaccination",854,"No",72.21,4944,8.96,95853,0.67,55.3013333333333
