"country","year","disease_name","disease_category","prevalence_rate","incidence_rate","mortality_rate","age_group","gender","population_affected","healthcare_access","doctors_per_1000","hospital_beds_per_1000","treatment_type","average_treatment_cost_usd","availability_of_vaccines_treatment","recovery_rate","dal_ys","improvement_in_5_years","per_capita_income_usd","education_index","urbanization_rate"
1,2021,13,6,12.61,1.9,9.68,3,0,538788,99.98,2.68,8.29,0,10008,0,55.96,3967,6.49,3374,0.43,21.73
1,2021,13,2,7.52,4.23,1.37,1,0,670645,66.07,3.78,1.89,2,21128,1,58.62,4222,1.99,33638,0.83,76.03
3,2023,11,1,11.45,1.07,0.37,1,0,334519,90.48,0.63,7.79,3,22304,1,71.66,2434,3.73,12628,0.72,74.62
3,2023,15,0,6.5,0.51,3.38,1,1,63367,60.11,2.41,2.86,1,42357,1,52.45,1045,4.27,20375,0.59,58.53834586
7,2020,13,7,4.85,8.15,6.34,0,0,922034,74.36,0.58,3.89,1,12557,1,94.55,2781,1.48,82746,0.53,60.7
4,2023,3,5,15.38,13.8,5.95,0,1,91743,54.03,3.34,9.35,1,30097,1,62.82,4580,4.36,16749,0.62,60.1
2,2020,15,3,7.38,3.33,7.18,1,2,552290,63.74,2.95,5.5844,1,40565,0,96.97,3492,4.05,1716,0.84,47.09
2,2023,12,8,3.77,2.5,7.42,3,0,6747,95.49,1.59,3.48,1,24456,1,67.44,3451,2.28,98475,0.54,79.28
0,2021,4,6,12.73,11.56,5.59,1,2,388589,98.85,2.803333333,9.68,3,49775,0,73.75,2876,4.3,98285,0.59,32.14
4,2022,17,9,6.45,11.97,7.62,3,1,157845,59.02,4.31,6.66,2,5386,0,76.42,359,6.99,68307,0.83,60.66
2,2021,3,3,10.99,4.53,9.75,1,2,903178,93.75,3.93,3.16,0,36031,1,62.12,653,7.09,71749,0.56,85.66
7,2023,12,5,12.8,5.28,3.94,0,2,843641,50.12,1.93,2.1,1,41202,1,59,411,0.62,25032,0.66,55.52
6,2020,8,7,14.92,13.9,7.68,1,2,401948,93.53,3.62,6.31,3,23589,0,72.58,2000,2.99,55016,0.52,58.9
3,2021,16,10,2.8,8.38,4.28,2,1,869514,90.57,1.16,8.1,2,47707,1,78.87,1479,4.38,1203,0.79,65.39
7,2021,10,1,8.51,5.63,8.99,3,0,978631,94.72,4.47,5.37,3,2064,1,71.63,3439,1.95,17735,0.73,39.21
7,2020,0,9,1.55,9.64,6.25,0,0,206789,71.22,0.53,3.29,2,29114,1,65.29,3673,3.41,99751,0.84,43.84
6,2024,5,10,12.19,5.11,9.3,3,2,37209,53.6,3.98,7.59,3,25892,1,82.27,633,8.47,35693,0.74,23.39
0,2020,14,5,1.54,5.68,3.76,3,1,770947,51.85,0.67,5.84,0,27912,0,71.33,3321,7.93,48841,0.4,89.33
2,2020,2,3,9.51,12.33,4.13,0,0,561851,50.05,1.52,3.25,0,5364,1,63.97,2918,7.84,16731,0.52,70.87
7,2021,0,3,11.06,5.39,2.62,2,1,613377,95.27,2.9,0.81,1,7086,1,68.71,464,8.25,1412,0.7,49.92
6,2021,2,5,16.48,6.715,6.51,1,1,753539,92.16,4.52,5.348778626,0,8720,1,96.57,699,9.64,58111,0.67,23.5
2,2021,11,1,11.695,12.14,1.97,0,1,315889,63.36,0.81,2.31,2,34057,1,53.1,2423,3.77,91583,0.42,54.52
3,2020,1,5,2.14,13.16,6.29,3,2,946628,62.99,4.58,0.7,1,15306,1,60.9,4043,4.04,29478,0.63,21.35
3,2023,1,3,14.95,1.67,3.47,3,2,912565,93.29,0.98,9.45,0,2322,0,85.67,1042,9.34,45259,0.52,63.64
4,2024,13,6,9.49,13.46,7.5,0,1,817384,61.47,2.703103448,4.36,0,3838,1,56.15,1435,7.58,84549,0.55,43.39
1,2022,2,5,5.18,5.37,4.69,0,0,450652,60.96,2.66,8.06,1,16553,0,86.44,3950,7.32,15796,0.41,30.69
2,2024,2,8,4.73,6.17,8.13,0,0,197881,99.74,1.38,1.05,3,49999,0,73.76,1526,7.05,49101,0.55,50.76
0,2021,14,7,19.8,14.79,5.67,1,0,812202,93.71,1.89,4.48,1,44621,0,63.63,2470,8.22,71682,0.58,59.65
6,2022,8,1,0.73,10.53,8.76,0,2,816784,97.68,2.36,7.32,0,24065,1,81.11,2423,4.03,49276,0.67,42.85
4,2023,9,6,4.58,10.52,4.09,0,2,412941,90.34,4.28,1.13,3,49616,1,85.16,2937,8.42,5361,0.73,51.59
1,2023,18,2,6.91,12.52,3.98,1,1,56067,94.81,4.8,3.39,2,38795,1,92.14,4885,3.93,8421,0.75,49.13
4,2021,9,8,13.48,5.24,5.3,2,1,298521,50.88,3.63,0.56,3,29850,1,70.8,4287,6.71,20232,0.82,49
2,2021,9,10,10.25,1.16,7.64,2,0,7162,93.76,1.07,9.95,1,22140,1,98.68,3286,7.36,15499,0.44,81.6
6,2021,5,3,1.72,4.34,3.3,0,0,905920,82.41,2.38,7.78,2,23560,0,77.2,1507,9.99,92974,0.82,83.5
4,2023,1,10,16.74,4.35,7.55,0,0,922709,64.27,3.39,6.2,0,24810,0,66.91,3745,2.78,90674,0.63,88.46
0,2023,12,9,7,2.22,6.55,2,1,70761,59.72,0.57,1.38,3,21384,1,91.7,896,2.35,67033,0.85,85.61
7,2023,19,0,8.69,10.66,5.95,2,2,741814,67.59,1.87,8.61,1,23273,0,64.84,2404,2.11,62860,0.6,59.21
7,2024,19,1,8.19,7.11,2,3,2,680833,63.25,2.46,2.37,1,45465,1,63.56,2107,8.52,59509,0.86,83.94
3,2022,1,8,6.51,9.61,0.7,3,1,307536,91.53,2.71,6.43,1,35895,1,95.92,4217,6.59,82455,0.52,30.35
4,2024,12,4,9.52,8.51,1.88,2,0,397278,64.03,1.48,1.99,3,34001,0,65.89,3355,1.99,77819,0.69,52.47
2,2021,18,4,10.96,12.37,0.11,1,2,26821,90.55,3.3,4.53,1,23814,0,75.3,2819,9.92,63305,0.61,71.87
5,2021,12,8,12.17,0.73,3.75,1,1,223751,59.73,2.18,9.94,2,11230,0,93.65,3221,4.35,8412,0.8,43.55
1,2021,18,8,3.42,13.18,1.27,1,0,411026,65.68,3.29,8.17,2,37564,0,50.07,1623,9.63,29303,0.49,44.83
2,2021,0,9,10.92,13.69,2.93,1,2,984464,94.61,0.84,2.79,1,43819,1,54.79,1570,4.09,9778,0.8,70.19
6,2020,16,6,15.15,4.87,4.36,1,1,660057,74.72,1.8,3.76,1,33447,0,95.16,3401,9.99,81723,0.89,28.44
1,2021,9,10,7.33,7.01,0.48,1,0,669137,77.99,2.26,1.81,0,35779,0,75.68,3246,9.65,9923,0.65,30.84
7,2020,18,9,15.09,14.86,9.18,0,0,609498,83.14,4.75,3.55,3,5149,1,77.01,1271,9.08,73443,0.88,38.74
4,2023,10,2,9.05,12.99,5.1,3,2,285392,58.8,3.58,8.2,0,42226,0,57.4,1935,4.65,8567,0.9,42.66
3,2020,2,8,10.53,14.68,5.62,1,0,798089,52.69,3.67,8.33,3,25595,0,75.17,4300,0.63,57485,0.83,21.51
6,2023,12,2,12.41,2.09,6.8,3,2,919195,90.89,0.87,8.85,1,20565,0,93.98,3896,1.95,72056,0.87,68.36
4,2023,4,10,12.99,10.45,0.3,3,1,438500,88.33,4.23,7.72,3,38380,1,72.28,2102,9.53,84450,0.79,56.96016129
0,2024,6,6,18.68,6.69,6.57,0,0,9826,89.79,1.46,9.26,2,16117,1,68.64,315,9.98,25574,0.5,49.35
1,2020,3,4,1.82,6.98,7.83,3,1,669902,78.41,3.26,2.25,0,15096,0,75.2,3792,2.21,75408,0.53,71.75
3,2024,3,1,7.19,0.59,1.96,3,1,18617,88.52,1.83,0.99,2,16655,1,53.5,2321,2.79,85988,0.64,71.12
7,2021,9,7,16.59,14.57,5.86,3,0,189341,87.09,2.01,6.32,3,37327,0,98.69,3497,5.05,93146,0.49,33.31
7,2023,18,9,14.57,3.03,7.02,3,1,816124,75.79715805,3.67,2.49,3,1147,0,51.7,2650,0.2,13948,0.59,49.74
4,2022,17,8,2.25,7.76,7.97,3,1,31298,86.19,2.51,9.8,0,19669,1,62.46,2031,7.22,81421,0.86,25.68
4,2020,2,9,14.5,2.66,3.01,0,1,863640,78.12,4.87,5.69,1,22192,0,78.51,1853,4.25,44482,0.75,75.35
6,2020,9,1,4.82,0.33,1.12,1,0,455815,91.2,0.58,2.53,0,29899,0,78.42,960,8.08,38667,0.49,74.28
0,2023,13,10,1.92,9.47,0.91,2,2,93757,86.54,4.11,9.99,1,6164,1,96.74,1261,2.4,16799,0.82,25.29
4,2021,5,9,7.13,5.31,0.32,3,2,395035,88.72,0.62,5.7,2,37752,1,98.54,1136,2.28,54703,0.49,21.85
1,2024,7,8,18.81,4.11,8.99,3,2,873202,96.14,2.5,8.46,2,33538,1,85.65,1077,0.4,19199,0.83,23.76
7,2020,1,0,14.1,5.38,1.28,2,0,62248,71.17,0.53,8.85,2,34664,1,94.85,1337,7.48,13342,0.82,53.81
5,2024,4,9,5.95,14.06,7.24,2,1,854380,85.63,1.7,7.5,1,35339,0,60.17,3628,4.32,55875,0.78,86.41
5,2020,13,6,14.85,11.31,8.07,3,0,202257,89.15,3,2.69,1,19713,0,80.88,739,5.95,60815,0.69,35.41
3,2024,18,0,6.74,7.2,4.38,0,0,318450,80.9,2.41,6.99,0,9272,1,97.28,786,7.21,95187,0.41,59.63
6,2020,16,6,8.36,13.89,5.21,3,1,493167,58.08,2.31,7.13,2,18970,0,86.64,361,4.82,42099,0.62,85.03
0,2021,8,7,19.14,14.18,5.4,2,2,494450,54.08,2.23,7.94,3,35613,0,55.6,3213,2.39,15971,0.9,58.24
6,2020,13,8,15.89,12.16,3.11,3,2,1806,59.06,3.36,8.5,1,30188,0,82.56,705,8.39,65388,0.79,60.37
4,2021,8,9,1.46,9.73,7.84,0,2,594056,75.72,4.32,1.47,3,49751,0,72.14,115,7.49,28180,0.42,55.06920635
0,2020,16,6,15.81,9.4,7.22,0,2,434164,58.73,1.93,4.53,1,20128,1,70.86,188,2.64,90384,0.62,39.71
4,2023,7,1,15.15,3.86,7.85,2,0,608843,83.41,2.96,6.76,1,46286,0,71.01,96,3.04,3685,0.84,87.02
5,2021,7,9,3.36,7.45,4.24,3,2,559943,88.47,0.77,6.2,3,27623,1,55.94,2034,0.55,87219,0.7,20.62
0,2024,13,2,10.68,5.49,6.43,3,1,983000,84.4,3.9,9.59,0,6376,0,64.95,4035,1.52,65924,0.69,80.8
7,2021,2,0,15.03,1.28,9.78,1,2,728359,75.79715805,3.8,7.2,0,1964,0,77.58,3241,5.6,52543,0.55,44.22
2,2022,12,4,6.95,7.94,8.83,2,1,219804,58.35,4.55,8.59,3,32145,1,97.03,2228,3.8,33552,0.76,55.97890756
6,2022,19,2,19.86,7.18,0.45,3,2,211928,64.62,1.74,9.32,3,38713,1,58.03,2292,7.61,12951,0.68,20.09
3,2023,16,0,5.25,7.04,8.61,1,0,541051,50.02,0.53,4.07,2,10537,0,82.54,2029,1.61,38660,0.48,71.48
2,2021,7,7,6.81,2.2,7.08,3,0,486505,79.99,2.79,1.21,1,36724,1,79.7,3454,7.29,95352,0.44,72.77
2,2024,19,5,7.09,0.54,6.15,3,0,510044,76.09,0.74,9.21,0,23065,0,50.8,1432,3.03,43427,0.9,27.09
6,2022,3,6,12.26,12.91,0.69,2,0,356318,60.37,4.89,4.06,1,132,1,83.66,917,3.68,53973,0.74,48.3
0,2021,0,2,1.27,13.79,8.16,1,1,342429,60.49,1.89,1.37,2,3948,0,66.41,3327,1.35,51927,0.66,35.41
5,2022,15,5,0.27,1.63,9.97,3,0,387105,63.68,2.95,5.19,3,40758,1,58.83,4091,9.15,19907,0.59,73.55
4,2024,17,2,0.71,13.67,1.41,3,2,766939,94.05,4.36,1.54,2,42925,0,67.75,3188,2.17,73368,0.59,76.4
5,2022,14,9,0.46,5.8,1.91,3,1,233905,58.27,3.83,4.38,1,46974,1,78.91,3217,1.99,11105,0.65,51.23
7,2020,5,3,6.5,7.29,5.77,1,1,77844,98.97,4.9,9.69,1,33016,1,94.26,3046,7.72,61098,0.45,66.44
7,2021,2,10,3.53,6.13,6.11,3,0,653775,58.19,1.53,5.68,3,20168,0,53.18,2463,3.83,39656,0.88,35.41
3,2021,13,10,9.4,3.5,8.27,3,0,956672,93.9,1.76,1.3,0,16431,1,93.15,2313,7.02,60301,0.64,88.51
3,2021,10,8,5.02,5.15,4.88,2,0,309350,63.79,3.4,1.41,2,39539,1,67.26,3791,8.57,43890,0.84,82.69
7,2020,11,6,2.63,12.87,0.79,2,2,362478,50.26,0.88,4.93,2,44313,0,85.7,2229,9.72,12163,0.67,69.12
2,2022,1,2,0.27,6.915,2.64,2,2,934186,71.7,0.74,5.57,2,27136,0,92.79,1692,9.71,64616,0.44,32.45
4,2020,7,8,18.91,11.54,5.54,0,1,983494,97.2,4.69,4.66,2,782,0,82.86,1909,3.54,12084,0.41,68.14
4,2022,0,9,2.7,3.81,2.12,2,0,29166,95.19,3.52,7.02,1,14541,0,64.1,4683,2.21,78891,0.76,38.94
1,2023,0,4,17.31,13.46,2.65,3,1,752179,73.11,2.4,9.13,0,14577,0,76.94,960,6.71,56732,0.62,81.75
6,2020,12,0,14.24,5.36,9.09,3,1,377215,93.49,3.47,3.35,2,7892,0,68.92,811,8.94,28367,0.46,49.86
2,2023,18,7,13.74,1.24,7.63,1,2,77994,81.2,2.36,4.69,1,38353,1,50.74,3365,3.21,86831,0.62,61.13
0,2024,15,4,7.75,1.57,9.08,1,2,872119,68.9,4.37,3.96,3,29927,1,87.38,2632,8.55,82498,0.47,49.39
0,2020,12,4,7.58,2.48,0.32,1,0,341364,55.57,2.43,4.45,3,4774,1,50.34,2473,5.15,65391,0.53,86.58
4,2023,2,10,16.38,9.23,5.71,0,2,787461,76.29,1.02,9.64,2,6230,1,75.57,1838,0.4,95948,0.78,65.98
3,2020,11,4,12.57,6.66,3.2,1,0,424570,98.63,2.62,7.22,2,31668,1,91.31,1348,7.85,33257,0.88,46.72
0,2021,9,0,2.53,0.2,2.01,0,1,259282,93.81,4.48,5.93,1,34202,0,83.67,139,2.42,21098,0.46,80
5,2022,7,3,3.7,11.15,7.24,2,1,716320,79.69,2,9.61,3,33981,0,50.39,2592,9.08,50184,0.69,80.38
1,2024,3,0,4.84,4.77,4.19,0,2,855026,91.09,4.96,9,3,35947,1,59.47,4756,5.91,80283,0.8,48.96
5,2022,15,9,18.02,12.18,2.26,3,2,512038,78.29,1.98,6.33,3,45011,1,86.13,3980,0.76,98157,0.48,23.06
4,2020,11,9,18.74,5.2,3.47,1,0,403749,82.54,3.29,3.84,1,48631,1,90.82,4524,8.15,18782,0.45,28.27
7,2021,1,0,9.72,11.15,7.3,2,1,82661,71.04,0.72,8.45,2,14647,0,86.83,1438,8.74,85188,0.72,88.71
7,2021,3,2,14.225,4.26,0.76,2,1,310162,89.48,1.23,5.12,0,26040,0,66.77,4642,6.12,8180,0.55,34.5
6,2024,13,4,12.09,0.65,9.98,2,2,394745,78.33,4.58,7.46,0,4523,0,95.36,2490,0.81,75178,0.75,77.53
2,2024,10,9,15.73,14.03,9.16,1,2,855950,75.48717037,2.19,0.94,3,5997,1,64.73,711,2.81,80785,0.82,76.76
4,2023,11,6,10.81,11.82,4.17,2,2,211718,70.44,4.33,6.49,3,15423,1,86.85,3844,2.5,40385,0.48,37.6
6,2020,3,3,15.11,8.48,1.72,3,2,421422,88.92,3.86,2.07,3,6888,0,69.4,3312,7.79,91433,0.77,51.63
1,2024,12,4,8.56,1.53,7.62,0,2,593631,99.84,1.78,8.48,3,28409,1,78.99,640,1.74,70110,0.57,32.72
4,2022,9,4,18.54,5.4,8.07,3,2,668046,79.05,1.59,7.63,2,37378,0,95.07,2897,0.84,85506,0.61,61.86
7,2023,7,5,19.09,2.21,8.24,0,2,564793,51.85,4.02,7.03,2,35382,0,96.39,4578,2.14,80036,0.49,73.34
5,2021,12,5,0.8,8.35,1.14,1,1,17658,64.58,4.12,0.61,1,29747,1,60.72,3329,0.33,87238,0.79,76.96
2,2022,17,5,1.06,0.17,6.83,1,1,33959,60.36,0.87,2.58,0,26693,0,93.12,1135,7.94,40400,0.42,64.75
6,2024,2,7,18.01,4.89,9.33,3,1,709637,55.04,2.39,9.52,0,40232,0,64.75,922,0.13,72414,0.48,87.34
0,2023,6,10,0.23,7.27,7.98,2,1,928805,56.59,1.81,5.26,0,13230,0,72.39,2049,6.12,36250,0.66,38.62
7,2020,2,7,19.44,0.55,6.39,2,2,480550,80.24,1.89,1.77,3,2995,0,98.57,2887,1.58,79785,0.53,79.8
3,2023,0,3,10.27,10.61,6.09,1,2,32089,99.65,0.51,5.57,3,38818,1,90.87,4983,4.67,44579,0.72,63.55
0,2020,15,10,18.45,9.61,7.33,3,1,371168,93.93,2.75,9.13,3,44169,0,71.22,4297,5.28,58112,0.65,73.27
2,2024,6,2,7.27,0.49,4.47,2,1,770892,71.77,0.81,8.28,1,3616,1,52.09,219,6.11,5774,0.72,53.85
1,2021,8,7,1.54,6.83,3.31,3,0,68023,89.63,4.94,6.26,2,27455,1,80.32,348,1.15,96993,0.78,71.48
5,2020,15,8,15.2,8.75,4.5,1,0,580486,85.55,4.85,6.93,0,22709,0,84.3,4704,6.15,27165,0.86,65.18
5,2024,1,7,0.73,6.37,5.02,2,2,936813,90.24,4.45,4.33,3,28575,0,65.18,3028,5.49,53471,0.85,65.68
7,2021,18,1,19.31,3.52,6.93,2,1,993410,93.58,2.72,3.3,0,1329,1,88.56,3217,1.16,77934,0.53,52.92507813
1,2022,2,8,8.91,3.24,3.71,1,0,960767,89.63,1.4,7.31,3,3329,1,77.31,1581,0.14,26990,0.43,65.93
7,2024,11,2,2.63,0.13,1.26,0,1,222993,61.81,4.12,5.11,3,38988,1,86.99,3571,8.35,23133,0.79,78.42
3,2022,11,8,4.7,7.72,6.35,0,1,415905,79.66,3.54,2.22,1,12079,0,85.03,3021,3.76,58243,0.43,48.88
0,2020,11,7,9.75,8.1,8.98,2,2,755678,66.43,3.15,9.11,1,35693,0,59.99,3533,1.95,30077,0.44,37.92
1,2021,8,1,6.29,12.65,2.74,3,2,316373,87.18,1.22,4.23,3,23126,1,59.78,2953,6.81,88754,0.71,66.91
5,2021,15,5,4.33,13.17,6.2,1,1,834708,88.13,2.93,8.94,2,23672,0,60.46,2763,2.35,92611,0.56,75.52
6,2021,4,5,15.32,9.08,3.24,3,0,372209,54.26,1.02,0.79,0,9850,0,68.95,1417,9.73,19691,0.83,64.26
0,2024,0,8,2.6,2.37,3.39,2,0,141282,53.55,2.18,5.78,3,24700,1,78.02,2014,8.81,35760,0.69,47.75
4,2024,2,6,12.46,0.89,7.86,0,2,965292,97.63,1.33,0.87,1,4371,0,74.49,3459,1.96,88918,0.59,67.82
2,2020,12,1,10.79,7.6,1.82,3,2,219372,65.04,2.56,4.77,1,38574,1,71.65,1425,6.56,91762,0.43,61.04
1,2024,8,1,18.85,9.26,5.32,3,2,347461,98.25,2.49,9.92,3,31678,0,62.26,2877,3.26,49163,0.58,26.9
2,2023,19,2,13.41,6.01,4.31,2,2,691977,57.05,4.53,9.55,0,29073,1,75.14,3316,2.77,9292,0.51,75.98
3,2022,6,2,12.28,12.94,8.97,3,2,256032,93.28,4.02,2.15,2,12997,0,88.12,1932,4.27,17508,0.41,85.25
7,2021,13,0,18.91,14.44,3.73,1,1,994527,50.31,1.27,3.82,2,22141,0,79.72,312,9.15,87245,0.75,67.4
4,2023,13,10,19.39,5.24,8.06,2,0,759144,81.67,1.32,8.26,0,34081,1,84.15,1100,1.78,42535,0.83,73.2
2,2023,15,8,18.23,2.84,5.91,1,2,253928,97.82,1.09,3.37,1,43652,1,55.63,1386,9.76,72493,0.71,33.33
3,2023,5,1,3.74,6.54,6.84,1,0,735743,88.19,1.11,6.87,3,1824,0,95.44,808,9.37,21088,0.49,29.85
2,2024,7,4,14.38,1.25,6.84,1,1,25876,79.77,0.59,9.57,0,17962,0,68.59,991,9.83,35696,0.61,77.04
1,2022,6,7,6.04,14.24,5.03,3,1,948067,74.7,0.68,8.79,3,35918,1,61.81,3108,8.14,16469,0.78,83.13
1,2022,11,3,7.03,9.71,2.56,3,0,595038,65.69,4.24,9.53,2,23819,0,88.16,603,6.25,96159,0.58,61.18
2,2023,6,6,7.91,14.18,1.91,1,0,655175,87.74,1.92,4.98,1,44833,0,89.97,4761,8.97,39752,0.68,24.38
3,2024,1,0,5.63,5.92,6.63,1,2,886852,68.96,1.64,6.8,1,23952,1,83.74,1316,2.77,91823,0.49,83.45
7,2024,17,2,4.33,12.48,2.9,2,0,696317,53.03,1.02,6.81,2,45617,0,57.49,1296,2.47,84106,0.52,69.56
0,2024,18,1,19.94,12.46,4.75,3,1,695034,98.07,3.33,3.87,0,45235,1,77.1,761,3.49,68050,0.86,55.92880952
5,2023,14,4,11.99,7.57,0.25,1,1,385440,79.07,4.02,9.33,1,18143,1,66.26,556,3.33,77639,0.62,25.46
5,2020,5,0,6.98,1.49,0.19,2,0,90231,62.97,1.38,9.96,1,43530,0,54.53,4647,0.94,80890,0.59,59.11
4,2020,6,6,4.52,10.64,6.53,0,1,701704,60.02,2.4,8.1,1,36445,1,69.18,4229,3.54,62167,0.76,59.99
1,2022,18,10,4.34,6.3,8.36,2,2,145678,62.51,1.73,7.78,2,37444,1,84.02,998,7.83,50232,0.58,24.76
1,2020,12,8,2.04,2.3,0.7,2,0,230591,90.38,4.91,5.98,3,11288,0,65.7,2592,3.98,45128,0.45,77.25
7,2024,12,6,6.55,8.63,4.25,3,1,160281,54.48,3.54,4.81,1,29162,1,71.55,2672,6.85,2947,0.77,61.89
4,2021,3,8,9.47,1.47,1.96,1,1,68804,61.63,1.81,8.41,3,672,1,71.46,4510,8.27,12924,0.87,40.98
1,2020,1,2,14.21,4.75,8.91,3,1,75799,95.69,2.16,1.22,2,28376,1,81.37,1165,7.32,63536,0.7,120
4,2021,19,0,1.17,7.67,6.57,0,2,999712,95.85,4.67,4.58,3,13423,0,98.94,4839,7.78,15381,0.79,43.12
3,2020,15,7,15.63,3.16,3.26,0,2,192843,85.12,0.81,2.92,2,25487,1,51.39,2695,8.07,34693,0.69,67.65
5,2023,14,8,3.57,6.8,7.07,3,1,312427,53.02,0.92,5.62,2,13532,0,97.72,2724,5.65,87610,0.51,43.38
6,2023,19,5,2.43,11.97,7.4,3,2,661614,50.2,4.32,3.26,2,4010,0,64.89,3632,6.85,25477,0.42,59.32
4,2024,0,10,3.6,7.42,9.55,3,2,440109,90.2,1.67,8.59,3,6795,1,65.28,272,1.79,56399,0.66,30.21
1,2022,18,1,18.5,10.16,4.69,2,2,927747,55.16,2.45,5.81,1,40374,1,67.87,1437,1.87,99223,0.67,76.95
4,2021,8,2,5.45,5.35,1.18,0,2,185874,64.75,4.86,9.11,1,2897,0,52.85,2202,9.88,12400,0.82,64.25
3,2023,19,2,13.67,9.2,7.37,0,2,897806,90.53,2.72,0.91,2,46407,1,76.91,4416,4.1,67665,0.76,80.62
2,2021,7,0,19.71,9.6,1.54,3,1,586544,76.24,4.27,2.94,0,34510,0,78.7,3767,0.6,41682,0.51,37.97
7,2021,12,7,7.11,13.84,9.17,2,0,295847,82.77,3.17,2.82,1,33417,0,51.08,77,1.05,41461,0.71,83.55
6,2021,7,2,8.91,6.91,2.1,2,0,172505,53.67,0.67,4.18,2,49228,1,98.28,992,2.05,25060,0.56,69.91
5,2020,5,10,9.48,1.25,8.98,1,1,239511,90.93,1.39,3.74,0,25666,0,54.48,775,7.71,25833,0.85,72.84
6,2023,16,0,2.8,12.87,4.64,1,0,315932,75.93,2.5,1.41,2,24657,1,86.52,1525,4.34,65305,0.44,64.44
7,2021,2,8,6.44,2.35,7,1,2,478232,75.79715805,1.3,9.06,2,29280,1,73.76,2703,5.71,70197,0.78,38.92
5,2023,15,10,6.76,11.34,4.28,1,1,382033,83.27,1.62,7.54,0,44011,1,96.09,1374,9.8,12240,0.85,34.21
7,2024,8,10,3.9,14.62,1.31,1,0,144544,68.46,3.29,6.28,2,22749,0,81.5,151,9.79,47066,0.58,47.41
5,2023,2,10,3.7,8.94,6.8,3,0,411615,67.49,0.97,0.86,2,37983,0,52.59,2008,9.75,88584,0.6,86.52
7,2022,18,5,14.37,2.56,2.5,3,2,435824,73.35,4.72,3.07,2,38805,0,65.43,4752,4.16,73173,0.44,83.61
4,2024,9,1,19.89,2.09,9.31,2,0,464997,90.13,3.89,4.3,2,21444,0,51.13,4320,1.36,35984,0.52,71.73
6,2024,1,8,15.18,14.97,7.24,1,1,29011,63.18,4.24,0.7,1,21876,0,71.38,1581,0.17,83026,0.87,87.27
5,2022,12,3,4.96,5.01,2.7,2,2,466351,59.13,0.65,0.9,1,20878,0,78.93,1752,5.53,21658,0.6,38.87
2,2023,13,4,19.97,0.81,5.83,1,0,626312,76.02,2.33,4.18,1,9500,1,67.51,627,0.32,54762,0.72,43.81
7,2022,14,7,9.84,10.41,8.45,0,2,358794,55.95,2.04,7.9,1,38015,1,93.56,4035,7.51,37738,0.66,34.07
2,2021,12,0,9.51,7.51,7.99,2,2,287777,59.48,1.32,3.86,2,48813,1,62.83,4924,4.95,78905,0.47,36.28
6,2023,9,2,8.57,13.96,2.89,2,1,954932,79.53,1.88,1.63,1,14179,1,56.21,2968,0.57,34756,0.53,81.76
7,2021,11,7,1.31,2.34,0.38,2,2,118084,81.84,1.85,4.34,0,45184,0,58.79,335,7.91,87460,0.46,54.3
5,2022,6,10,3,6.14,7.12,1,2,626970,70.43,2.15,1.93,1,49772,0,54.96,2691,3.55,23415,0.69,63.26
3,2024,7,6,14.28,9.03,7.58,3,1,480201,64.56,4.42,8.64,3,38344,1,66.79,3104,9.43,54665,0.86,22.3
3,2021,0,6,13.395,7.53,7.94,2,1,84575,84.38,2.82,5.5,0,6300,1,54.94,2198,3.72,37600,0.63,48.25
7,2021,17,3,14,2.64,3.55,0,0,123086,98.74,3.9,9,2,4848,0,96.15,211,2.36,30584,0.51,22.13
2,2021,0,10,7.35,5.52,9.04,2,0,903935,96.05,3.94,3.75,2,12010,0,98.82,3573,8.6,98276,0.78,30.6
1,2022,2,8,3.01,10.24,5.08,1,0,337204,93.66,4.01,3.65,2,48959,0,78.37,3057,6.64,77584,0.55,88.68
0,2023,18,8,0.84,5.09,2.59,3,0,884801,76.51,1.64,1.84,3,19420,1,98.68,2678,7.21,5049,0.76,71.06
3,2021,9,3,4.52,9.88,7.36,2,0,778307,55.9,3.6,5.45,0,31800.5,0,52.64,4694,1.22,97540,0.6,83.47
2,2023,6,3,11.02,7.55,3.58,1,0,527157,68.3,4.5,3.79,2,6803,1,80.54,213,1.06,20056,0.54,70.84
1,2020,5,3,13.5,7.61,8.51,0,2,744190,71.69,2.857565217,4,2,11910,1,96.19,1978,0.04,58187,0.59,68.99
2,2024,5,3,2.33,6.51,0.31,3,1,181259,79.16,4.75,1.36,0,49112,1,51.27,1012,1.27,25925,0.77,44.37
6,2023,2,8,2.48,12.84,3.1,1,2,83710,96.11,0.86,3.87,3,2418,0,67.2,1245,6.98,6950,0.47,77.6
7,2022,19,4,18.54,1.7,2.61,3,1,752115,75.8,3.63,5.48,1,31850,0,57.96,4978,5.14,22312,0.53,35.84
7,2022,2,3,0.68,7.3,7.01,2,2,266349,51.25,3.67,3.25,1,7262,1,92.19,3652,9.68,44897,0.78,61.66
5,2021,2,9,12.79,2.68,0.97,0,0,42536,97.79,0.61,8.11,3,46264,1,84.62,4099,5.97,6764,0.73,66.17
3,2021,15,5,5.46,11.42,7.73,0,1,443943,55.9,0.61,8.65,1,8052,0,66.33,3466,7.53,42108,0.64,89.76
7,2023,10,1,0.37,1.06,7.37,3,0,236120,78.46,1.35,9.82,3,32761,1,52.55,2450,0.24,13856,0.59,39.12
