"country","disease_name","disease_category","age_group","gender","treatment_type","availability_of_vaccines_treatment","year","prevalence_rate","incidence_rate","mortality_rate","population_affected","healthcare_access","doctors_per_1000","hospital_beds_per_1000","average_treatment_cost_usd","recovery_rate","dal_ys","improvement_in_5_years","per_capita_income_usd","education_index","urbanization_rate"
"China","HIV/AIDS","Autoimmune","Adult","Female","Vaccination","Yes",2023,4.89,0.47,4.44,947759,65.82,0.75,5.01,24959,53.79,2719,5.12,87220,0.48,79.56
"Nigeria","Influenza","Neurological","Senior","Other","Surgery","Yes",2023,12.01,14.64,0.54,714774,94.48,3.59,4.58,6030,85.16,4836,2.21,46234,0.42,70.17
"Argentina","Diabetes","Parasitic","Adult","Other","Vaccination","Yes",2020,4.02,9.78,0.23,828740,55.57,3.57,2.7,27283,79.94,2514,8.89,1692,0.81,87.99
"Argentina","Malaria","Chronic","Senior","Female","Medication","Yes",2024,4.03,4.39,0.42,44789,56.73,4.42,5.22,43272,71.04,3255,4.88,87478,0.84,22.13
"UK","Zika","Respiratory","Child","Male","Medication","Yes",2021,17.91,2.62,5.74,498375,65.62,4.17,4.64,18630,56.84,3818,6.53,44908,0.82,31.9
"UK","Leprosy","Metabolic","Child","Male","Vaccination","Yes",2023,10.32,9.78,7.01,586996,69.03,3.75,4.28,11053,91.61,4646,1.48,44900,0.55,32.94
"USA","Parkinson's Disease","Infectious","Adult","Other","Surgery","No",2022,10.54,9.76,1.64,21463,72.31,1.12,1.38,24072,66.9,4925,2.4,24864,0.59,20.26
"UK","COVID-19","Metabolic","Young Adult","Male","Surgery","No",2021,3.92,2.55,2.08,301137,64.72,4.87,8.04,41260,55.81,2801,2.36,25781,0.82,40.43
"Russia","Influenza","Autoimmune","Senior","Other","Vaccination","No",2024,8.17,11.72,7.11,90033,94.91,3.87,5.39,9868,96.8,1973,7.36,8876,0.8,62.8
"India","Malaria","Infectious","Senior","Female","Therapy","No",2024,12.21,1.52,4.08,856036,99,2.03,4.85,31892,61.69,2868,1.86,17379,0.85,80.31
"USA","Cholera","Respiratory","Young Adult","Female","Surgery","No",2024,17.17,6.71,8.72,79945,71.27,2.12,7.08,14347,60.61,1036,4.05,50552,0.61,38.68
"Russia","Alzheimer's Disease","Infectious","Young Adult","Other","Therapy","No",2021,5.44,4.3,2.83,235303,89.38,2.22,6.66,13889,60.94,4897,4.43,16827,0.59,43.8
"Russia","Hepatitis","Bacterial","Child","Female","Surgery","No",2023,3.64,9.89,8.96,175683,62.21,1.14,9.39,18782,89.45,3420,0.21,43932,0.75,20.73
"South Africa","Hepatitis","Cardiovascular","Adult","Other","Therapy","Yes",2024,11.58,11.02,2.81,35531,85.01,1.03,2.37,49327,72.33,3128,8.66,34101,0.59,30.19
"China","Cancer","Viral","Child","Female","Therapy","No",2020,14.65,12.42,1.05,206339,84.14,0.56,2.35,31170,67.4,4055,1.92,47335,0.48,34.83
"India","Polio","Cardiovascular","Young Adult","Male","Surgery","No",2024,11.09,5.98,2.58,356553,62.51,2.28,4.4,2440,74.54,3460,3.24,47453,0.6,69.93
"South Africa","Rabies","Bacterial","Senior","Other","Therapy","No",2021,2.55,12.59,9.03,201888,85.59,4.09,7.42,15982,61.73,4157,5.31,60107,0.74,87.07
"Nigeria","Ebola","Viral","Child","Female","Medication","Yes",2024,15.79,8.1,6.5,333870,51.53,4.39,8.71,3353,71.48,526,2.76,83919,0.56,72.5
"USA","Parkinson's Disease","Bacterial","Child","Other","Therapy","No",2024,3.31,5.14,4.26,667745,68.03,4.26,7.25,27190.83,97.31,4381,5.37,63117,0.78,20.37
"USA","Polio","Chronic","Child","Other","Medication","No",2023,4.67,0.31,9.89,552391,86.79,3,3.01,48742,59.9,4517,8.31,97211,0.46,43.29
"Russia","Parkinson's Disease","Infectious","Young Adult","Other","Medication","Yes",2023,1.96,13.88,4.97,612473,97.39,1.9,4.87,33153,65.5,359,4.19,15657,0.67,50.03
"Argentina","Polio","Infectious","Senior","Male","Therapy","Yes",2022,2.55,14.69,9.68,989318,70.73,4.12,2.32,7417,56.06,3055,3.45,10081,0.54,88.25
"Argentina","Cholera","Neurological","Young Adult","Other","Medication","Yes",2020,2.35,2.78,8.23,951959,94.25,3.97,5.76,20881,92.52,653,0.03,99409,0.67,59.29
"Nigeria","Rabies","Viral","Young Adult","Female","Medication","Yes",2021,8.55,10.39,1.32,687362,56.52,1.67,3.5,1388,89.74,3479,4.41,83823,0.5,57.15
"USA","Cholera","Bacterial","Adult","Female","Surgery","No",2022,19.48,8.97,9.42,87945,60.39,4.11,8.52,23155,88.36,1104,4.16,97110,0.75,55.65
"India","Tuberculosis","Cardiovascular","Young Adult","Other","Surgery","No",2020,10.43,2.66,5.34,766270,76.66,2.17,9.12,26089,85.02,4734,1.32,45411,0.4,59.35
"Argentina","Diabetes","Parasitic","Young Adult","Female","Medication","No",2020,15.88,6.25,3.92,7600,92.88,4.43,4.64,26794,84.36,4424,3.71,44959,0.7,55.76
"South Africa","Polio","Chronic","Adult","Other","Vaccination","No",2020,6.74,12.66,9.1,479573,83.62,2.08,8.22,48734,81.24,810,6.92,61490,0.63,59.05
"Argentina","Influenza","Infectious","Senior","Other","Medication","Yes",2023,19.89,6.08,5.84,1463,61.2,2.84,8.1,10502,93.59,4801,8.05,72399,0.87,66.81
"South Africa","Zika","Viral","Senior","Other","Surgery","Yes",2024,2.13,3.36,5.28,430008,50.3,2.61,6.1,807,57.62,4046,8.92,72348,0.65,52.63
"China","Parkinson's Disease","Chronic","Senior","Male","Therapy","Yes",2024,11.61,1.36,2.54,610860,64.56,3,6,47032,75.75,212,9.31,33174,0.41,84.38
"Nigeria","Dengue","Parasitic","Young Adult","Other","Surgery","No",2021,6.76,6.24,0.28,235000,85.85,3.2,7.99,13871,72.88,3665,2.69,64535,0.7,76.09
"China","Zika","Bacterial","Adult","Female","Vaccination","No",2023,10.11,1.31,3.2,209193,84.56,2.16,4.78,45011,81.66,4616,1.92,22540,0.76,76.34
"Nigeria","Dengue","Infectious","Young Adult","Male","Therapy","No",2020,16.4,10.71,6.52,35400,65.96,1.22,7.51,45823,85.96,4110,8.06,32353,0.87,89.11
"China","Hepatitis","Parasitic","Senior","Male","Therapy","No",2021,13.7,12.98,9.89,28726,81.89,4.54,1.38,6589,57.18,1554,7.89,34275,0.66,50.56
"India","Leprosy","Bacterial","Senior","Female","Surgery","Yes",2021,4.89,10.16,4.56,793845,72.7,4.77,1.17,35104,94.95,1595,7,56293,0.52,55.38
"Nigeria","Cholera","Infectious","Young Adult","Female","Therapy","Yes",2020,11.59,13.22,0.63,894190,60.74,2.1,4.97,18440,88.55,3464,8.81,78029,0.56,29.08
"India","Tuberculosis","Genetic","Adult","Other","Surgery","Yes",2023,7.11,2.46,9.39,337569,59.24,1.97,8.35,14295,51.25,1949,2.4,98748,0.87,79.56
"Argentina","Ebola","Viral","Young Adult","Male","Surgery","No",2021,9.28,12.34,1.37,335606,69.44,4.23,4.02,21188,73.32,2224,2.21,63584,0.46,76.15
"USA","Tuberculosis","Parasitic","Young Adult","Male","Surgery","Yes",2020,3.99,14.53,1.62,342382,58.73,3.11,8.56,47940,77.8,4303,2.93,72382,0.55,86.9
"China","Malaria","Metabolic","Senior","Female","Medication","No",2021,12.61,1.9,9.68,538788,99.98,2.68,8.29,10008,55.96,3967,6.49,3374,0.43,21.73
"China","Malaria","Cardiovascular","Young Adult","Female","Therapy","Yes",2021,7.52,4.23,1.37,670645,66.07,3.78,1.89,21128,58.62,4222,1.99,33638,0.83,76.03
"Nigeria","Influenza","Bacterial","Young Adult","Female","Vaccination","Yes",2023,11.45,1.07,0.37,334519,90.48,0.63,7.79,22304,71.66,2434,3.73,12628,0.72,74.62
"Nigeria","Parkinson's Disease","Autoimmune","Young Adult","Male","Surgery","Yes",2023,6.5,0.51,3.38,63367,60.11,2.41,2.86,42357,52.45,1045,4.27,20375,0.59,58.54
"USA","Malaria","Neurological","Child","Female","Surgery","Yes",2020,4.85,8.15,6.34,922034,74.36,0.58,3.89,12557,94.55,2781,1.48,82746,0.53,60.7
"Russia","Cholera","Infectious","Child","Male","Surgery","Yes",2023,15.38,13.8,5.95,91743,54.03,3.34,9.35,30097,62.82,4580,4.36,16749,0.62,60.1
"India","Parkinson's Disease","Chronic","Young Adult","Other","Surgery","No",2020,7.38,3.33,7.18,552290,63.74,2.95,5.58,40565,96.97,3492,4.05,1716,0.84,47.09
"India","Leprosy","Parasitic","Senior","Female","Surgery","Yes",2023,3.77,2.5,7.42,6747,95.49,1.59,3.48,24456,67.44,3451,2.28,98475,0.54,79.28
"Argentina","COVID-19","Metabolic","Young Adult","Other","Vaccination","No",2021,12.73,11.56,5.59,388589,98.85,2.8,9.68,49775,73.75,2876,4.3,98285,0.59,32.14
"Russia","Rabies","Respiratory","Senior","Male","Therapy","No",2022,6.45,11.97,7.62,157845,59.02,4.31,6.66,5386,76.42,359,6.99,68307,0.83,60.66
"India","Cholera","Chronic","Young Adult","Other","Medication","Yes",2021,10.99,4.53,9.75,903178,93.75,3.93,3.16,36031,62.12,653,7.09,71749,0.56,85.66
"USA","Leprosy","Infectious","Child","Other","Surgery","Yes",2023,12.8,5.28,3.94,843641,50.12,1.93,2.1,41202,59,411,0.62,25032,0.66,55.52
"UK","Hepatitis","Neurological","Young Adult","Other","Vaccination","No",2020,14.92,13.9,7.68,401948,93.53,3.62,6.31,23589,72.58,2000,2.99,55016,0.52,58.9
"Nigeria","Polio","Viral","Adult","Male","Therapy","Yes",2021,2.8,8.38,4.28,869514,90.57,1.16,8.1,47707,78.87,1479,4.38,1203,0.79,65.39
"USA","Hypertension","Bacterial","Senior","Female","Vaccination","Yes",2021,8.51,5.63,8.99,978631,94.72,4.47,5.37,2064,71.63,3439,1.95,17735,0.73,39.21
"USA","Alzheimer's Disease","Respiratory","Child","Female","Therapy","Yes",2020,1.55,9.64,6.25,206789,71.22,0.53,3.29,29114,65.29,3673,3.41,99751,0.84,43.84
"UK","Dengue","Viral","Senior","Other","Vaccination","Yes",2024,12.19,5.11,9.3,37209,53.6,3.98,7.59,25892,82.27,633,8.47,35693,0.74,23.39
"Argentina","Measles","Infectious","Senior","Male","Medication","No",2020,1.54,5.68,3.76,770947,51.85,0.67,5.84,27912,71.33,3321,7.93,48841,0.4,89.33
"India","Cancer","Chronic","Child","Female","Medication","Yes",2020,9.51,12.33,4.13,561851,50.05,1.52,3.25,5364,63.97,2918,7.84,16731,0.52,70.87
"USA","Alzheimer's Disease","Chronic","Adult","Male","Surgery","Yes",2021,11.06,5.39,2.62,613377,95.27,2.9,0.81,7086,68.71,464,8.25,1412,0.7,49.92
"UK","Cancer","Infectious","Young Adult","Male","Medication","Yes",2021,16.48,6.72,6.51,753539,92.16,4.52,5.35,8720,96.57,699,9.64,58111,0.67,23.5
"India","Influenza","Bacterial","Child","Male","Therapy","Yes",2021,11.7,12.14,1.97,315889,63.36,0.81,2.31,34057,53.1,2423,3.77,91583,0.42,54.52
"Nigeria","Asthma","Infectious","Senior","Other","Surgery","Yes",2020,2.14,13.16,6.29,946628,62.99,4.58,0.7,15306,60.9,4043,4.04,29478,0.63,21.35
"Nigeria","Asthma","Chronic","Senior","Other","Medication","No",2023,14.95,1.67,3.47,912565,93.29,0.98,9.45,2322,85.67,1042,9.34,45259,0.52,63.64
"Russia","Malaria","Metabolic","Child","Male","Medication","Yes",2024,9.49,13.46,7.5,817384,61.47,2.7,4.36,3838,56.15,1435,7.58,84549,0.55,43.39
"China","Cancer","Infectious","Child","Female","Surgery","No",2022,5.18,5.37,4.69,450652,60.96,2.66,8.06,16553,86.44,3950,7.32,15796,0.41,30.69
"India","Cancer","Parasitic","Child","Female","Vaccination","No",2024,4.73,6.17,8.13,197881,99.74,1.38,1.05,49999,73.76,1526,7.05,49101,0.55,50.76
"Argentina","Measles","Neurological","Young Adult","Female","Surgery","No",2021,19.8,14.79,5.67,812202,93.71,1.89,4.48,44621,63.63,2470,8.22,71682,0.58,59.65
"UK","Hepatitis","Bacterial","Child","Other","Medication","Yes",2022,0.73,10.53,8.76,816784,97.68,2.36,7.32,24065,81.11,2423,4.03,49276,0.67,42.85
"Russia","HIV/AIDS","Metabolic","Child","Other","Vaccination","Yes",2023,4.58,10.52,4.09,412941,90.34,4.28,1.13,49616,85.16,2937,8.42,5361,0.73,51.59
"China","Tuberculosis","Cardiovascular","Young Adult","Male","Therapy","Yes",2023,6.91,12.52,3.98,56067,94.81,4.8,3.39,38795,92.14,4885,3.93,8421,0.75,49.13
"Russia","HIV/AIDS","Parasitic","Adult","Male","Vaccination","Yes",2021,13.48,5.24,5.3,298521,50.88,3.63,0.56,29850,70.8,4287,6.71,20232,0.82,49
"India","HIV/AIDS","Viral","Adult","Female","Surgery","Yes",2021,10.25,1.16,7.64,7162,93.76,1.07,9.95,22140,98.68,3286,7.36,15499,0.44,81.6
"UK","Dengue","Chronic","Child","Female","Therapy","No",2021,1.72,4.34,3.3,905920,82.41,2.38,7.78,23560,77.2,1507,9.99,92974,0.82,83.5
"Russia","Asthma","Viral","Child","Female","Medication","No",2023,16.74,4.35,7.55,922709,64.27,3.39,6.2,24810,66.91,3745,2.78,90674,0.63,88.46
"Argentina","Leprosy","Respiratory","Adult","Male","Vaccination","Yes",2023,7,2.22,6.55,70761,59.72,0.57,1.38,21384,91.7,896,2.35,67033,0.85,85.61
"USA","Zika","Autoimmune","Adult","Other","Surgery","No",2023,8.69,10.66,5.95,741814,67.59,1.87,8.61,23273,64.84,2404,2.11,62860,0.6,59.21
"USA","Zika","Bacterial","Senior","Other","Surgery","Yes",2024,8.19,7.11,2,680833,63.25,2.46,2.37,45465,63.56,2107,8.52,59509,0.86,83.94
"Nigeria","Asthma","Parasitic","Senior","Male","Surgery","Yes",2022,6.51,9.61,0.7,307536,91.53,2.71,6.43,35895,95.92,4217,6.59,82455,0.52,30.35
"Russia","Leprosy","Genetic","Adult","Female","Vaccination","No",2024,9.52,8.51,1.88,397278,64.03,1.48,1.99,34001,65.89,3355,1.99,77819,0.69,52.47
"India","Tuberculosis","Genetic","Young Adult","Other","Surgery","No",2021,10.96,12.37,0.11,26821,90.55,3.3,4.53,23814,75.3,2819,9.92,63305,0.61,71.87
"South Africa","Leprosy","Parasitic","Young Adult","Male","Therapy","No",2021,12.17,0.73,3.75,223751,59.73,2.18,9.94,11230,93.65,3221,4.35,8412,0.8,43.55
"China","Tuberculosis","Parasitic","Young Adult","Female","Therapy","No",2021,3.42,13.18,1.27,411026,65.68,3.29,8.17,37564,50.07,1623,9.63,29303,0.49,44.83
"India","Alzheimer's Disease","Respiratory","Young Adult","Other","Surgery","Yes",2021,10.92,13.69,2.93,984464,94.61,0.84,2.79,43819,54.79,1570,4.09,9778,0.8,70.19
"UK","Polio","Metabolic","Young Adult","Male","Surgery","No",2020,15.15,4.87,4.36,660057,74.72,1.8,3.76,33447,95.16,3401,9.99,81723,0.89,28.44
"China","HIV/AIDS","Viral","Young Adult","Female","Medication","No",2021,7.33,7.01,0.48,669137,77.99,2.26,1.81,35779,75.68,3246,9.65,9923,0.65,30.84
"USA","Tuberculosis","Respiratory","Child","Female","Vaccination","Yes",2020,15.09,14.86,9.18,609498,83.14,4.75,3.55,5149,77.01,1271,9.08,73443,0.88,38.74
"Russia","Hypertension","Cardiovascular","Senior","Other","Medication","No",2023,9.05,12.99,5.1,285392,58.8,3.58,8.2,42226,57.4,1935,4.65,8567,0.9,42.66
"Nigeria","Cancer","Parasitic","Young Adult","Female","Vaccination","No",2020,10.53,14.68,5.62,798089,52.69,3.67,8.33,25595,75.17,4300,0.63,57485,0.83,21.51
"UK","Leprosy","Cardiovascular","Senior","Other","Surgery","No",2023,12.41,2.09,6.8,919195,90.89,0.87,8.85,20565,93.98,3896,1.95,72056,0.87,68.36
"Russia","COVID-19","Viral","Senior","Male","Vaccination","Yes",2023,12.99,10.45,0.3,438500,88.33,4.23,7.72,38380,72.28,2102,9.53,84450,0.79,56.96
"Argentina","Diabetes","Metabolic","Child","Female","Therapy","Yes",2024,18.68,6.69,6.57,9826,89.79,1.46,9.26,16117,68.64,315,9.98,25574,0.5,49.35
"China","Cholera","Genetic","Senior","Male","Medication","No",2020,1.82,6.98,7.83,669902,78.41,3.26,2.25,15096,75.2,3792,2.21,75408,0.53,71.75
"Nigeria","Cholera","Bacterial","Senior","Male","Therapy","Yes",2024,7.19,0.59,1.96,18617,88.52,1.83,0.99,16655,53.5,2321,2.79,85988,0.64,71.12
"USA","HIV/AIDS","Neurological","Senior","Female","Vaccination","No",2021,16.59,14.57,5.86,189341,87.09,2.01,6.32,37327,98.69,3497,5.05,93146,0.49,33.31
"USA","Tuberculosis","Respiratory","Senior","Male","Vaccination","No",2023,14.57,3.03,7.02,816124,75.8,3.67,2.49,1147,51.7,2650,0.2,13948,0.59,49.74
"Russia","Rabies","Parasitic","Senior","Male","Medication","Yes",2022,2.25,7.76,7.97,31298,86.19,2.51,9.8,19669,62.46,2031,7.22,81421,0.86,25.68
"Russia","Cancer","Respiratory","Child","Male","Surgery","No",2020,14.5,2.66,3.01,863640,78.12,4.87,5.69,22192,78.51,1853,4.25,44482,0.75,75.35
"UK","HIV/AIDS","Bacterial","Young Adult","Female","Medication","No",2020,4.82,0.33,1.12,455815,91.2,0.58,2.53,29899,78.42,960,8.08,38667,0.49,74.28
"Argentina","Malaria","Viral","Adult","Other","Surgery","Yes",2023,1.92,9.47,0.91,93757,86.54,4.11,9.99,6164,96.74,1261,2.4,16799,0.82,25.29
"Russia","Dengue","Respiratory","Senior","Other","Therapy","Yes",2021,7.13,5.31,0.32,395035,88.72,0.62,5.7,37752,98.54,1136,2.28,54703,0.49,21.85
"China","Ebola","Parasitic","Senior","Other","Therapy","Yes",2024,18.81,4.11,8.99,873202,96.14,2.5,8.46,33538,85.65,1077,0.4,19199,0.83,23.76
"USA","Asthma","Autoimmune","Adult","Female","Therapy","Yes",2020,14.1,5.38,1.28,62248,71.17,0.53,8.85,34664,94.85,1337,7.48,13342,0.82,53.81
"South Africa","COVID-19","Respiratory","Adult","Male","Surgery","No",2024,5.95,14.06,7.24,854380,85.63,1.7,7.5,35339,60.17,3628,4.32,55875,0.78,86.41
"South Africa","Malaria","Metabolic","Senior","Female","Surgery","No",2020,14.85,11.31,8.07,202257,89.15,3,2.69,19713,80.88,739,5.95,60815,0.69,35.41
"Nigeria","Tuberculosis","Autoimmune","Child","Female","Medication","Yes",2024,6.74,7.2,4.38,318450,80.9,2.41,6.99,9272,97.28,786,7.21,95187,0.41,59.63
"UK","Polio","Metabolic","Senior","Male","Therapy","No",2020,8.36,13.89,5.21,493167,58.08,2.31,7.13,18970,86.64,361,4.82,42099,0.62,85.03
"Argentina","Hepatitis","Neurological","Adult","Other","Vaccination","No",2021,19.14,14.18,5.4,494450,54.08,2.23,7.94,35613,55.6,3213,2.39,15971,0.9,58.24
"UK","Malaria","Parasitic","Senior","Other","Surgery","No",2020,15.89,12.16,3.11,1806,59.06,3.36,8.5,30188,82.56,705,8.39,65388,0.79,60.37
"Russia","Hepatitis","Respiratory","Child","Other","Vaccination","No",2021,1.46,9.73,7.84,594056,75.72,4.32,1.47,49751,72.14,115,7.49,28180,0.42,55.07
"Argentina","Polio","Metabolic","Child","Other","Surgery","Yes",2020,15.81,9.4,7.22,434164,58.73,1.93,4.53,20128,70.86,188,2.64,90384,0.62,39.71
"Russia","Ebola","Bacterial","Adult","Female","Surgery","No",2023,15.15,3.86,7.85,608843,83.41,2.96,6.76,46286,71.01,96,3.04,3685,0.84,87.02
"South Africa","Ebola","Respiratory","Senior","Other","Vaccination","Yes",2021,3.36,7.45,4.24,559943,88.47,0.77,6.2,27623,55.94,2034,0.55,87219,0.7,20.62
"Argentina","Malaria","Cardiovascular","Senior","Male","Medication","No",2024,10.68,5.49,6.43,983000,84.4,3.9,9.59,6376,64.95,4035,1.52,65924,0.69,80.8
"USA","Cancer","Autoimmune","Young Adult","Other","Medication","No",2021,15.03,1.28,9.78,728359,75.8,3.8,7.2,1964,77.58,3241,5.6,52543,0.55,44.22
"India","Leprosy","Genetic","Adult","Male","Vaccination","Yes",2022,6.95,7.94,8.83,219804,58.35,4.55,8.59,32145,97.03,2228,3.8,33552,0.76,55.98
"UK","Zika","Cardiovascular","Senior","Other","Vaccination","Yes",2022,19.86,7.18,0.45,211928,64.62,1.74,9.32,38713,58.03,2292,7.61,12951,0.68,20.09
"Nigeria","Polio","Autoimmune","Young Adult","Female","Therapy","No",2023,5.25,7.04,8.61,541051,50.02,0.53,4.07,10537,82.54,2029,1.61,38660,0.48,71.48
"India","Ebola","Neurological","Senior","Female","Surgery","Yes",2021,6.81,2.2,7.08,486505,79.99,2.79,1.21,36724,79.7,3454,7.29,95352,0.44,72.77
"India","Zika","Infectious","Senior","Female","Medication","No",2024,7.09,0.54,6.15,510044,76.09,0.74,9.21,23065,50.8,1432,3.03,43427,0.9,27.09
"UK","Cholera","Metabolic","Adult","Female","Surgery","Yes",2022,12.26,12.91,0.69,356318,60.37,4.89,4.06,132,83.66,917,3.68,53973,0.74,48.3
"Argentina","Alzheimer's Disease","Cardiovascular","Young Adult","Male","Therapy","No",2021,1.27,13.79,8.16,342429,60.49,1.89,1.37,3948,66.41,3327,1.35,51927,0.66,35.41
"South Africa","Parkinson's Disease","Infectious","Senior","Female","Vaccination","Yes",2022,0.27,1.63,9.97,387105,63.68,2.95,5.19,40758,58.83,4091,9.15,19907,0.59,73.55
"Russia","Rabies","Cardiovascular","Senior","Other","Therapy","No",2024,0.71,13.67,1.41,766939,94.05,4.36,1.54,42925,67.75,3188,2.17,73368,0.59,76.4
"South Africa","Measles","Respiratory","Senior","Male","Surgery","Yes",2022,0.46,5.8,1.91,233905,58.27,3.83,4.38,46974,78.91,3217,1.99,11105,0.65,51.23
"USA","Dengue","Chronic","Young Adult","Male","Surgery","Yes",2020,6.5,7.29,5.77,77844,98.97,4.9,9.69,33016,94.26,3046,7.72,61098,0.45,66.44
"USA","Cancer","Viral","Senior","Female","Vaccination","No",2021,3.53,6.13,6.11,653775,58.19,1.53,5.68,20168,53.18,2463,3.83,39656,0.88,35.41
"Nigeria","Malaria","Viral","Senior","Female","Medication","Yes",2021,9.4,3.5,8.27,956672,93.9,1.76,1.3,16431,93.15,2313,7.02,60301,0.64,88.51
"Nigeria","Hypertension","Parasitic","Adult","Female","Therapy","Yes",2021,5.02,5.15,4.88,309350,63.79,3.4,1.41,39539,67.26,3791,8.57,43890,0.84,82.69
"USA","Influenza","Metabolic","Adult","Other","Therapy","No",2020,2.63,12.87,0.79,362478,50.26,0.88,4.93,44313,85.7,2229,9.72,12163,0.67,69.12
"India","Asthma","Cardiovascular","Adult","Other","Therapy","No",2022,0.27,6.92,2.64,934186,71.7,0.74,5.57,27136,92.79,1692,9.71,64616,0.44,32.45
"Russia","Ebola","Parasitic","Child","Male","Therapy","No",2020,18.91,11.54,5.54,983494,97.2,4.69,4.66,782,82.86,1909,3.54,12084,0.41,68.14
"Russia","Alzheimer's Disease","Respiratory","Adult","Female","Surgery","No",2022,2.7,3.81,2.12,29166,95.19,3.52,7.02,14541,64.1,4683,2.21,78891,0.76,38.94
"China","Alzheimer's Disease","Genetic","Senior","Male","Medication","No",2023,17.31,13.46,2.65,752179,73.11,2.4,9.13,14577,76.94,960,6.71,56732,0.62,81.75
"UK","Leprosy","Autoimmune","Senior","Male","Therapy","No",2020,14.24,5.36,9.09,377215,93.49,3.47,3.35,7892,68.92,811,8.94,28367,0.46,49.86
"India","Tuberculosis","Neurological","Young Adult","Other","Surgery","Yes",2023,13.74,1.24,7.63,77994,81.2,2.36,4.69,38353,50.74,3365,3.21,86831,0.62,61.13
"Argentina","Parkinson's Disease","Genetic","Young Adult","Other","Vaccination","Yes",2024,7.75,1.57,9.08,872119,68.9,4.37,3.96,29927,87.38,2632,8.55,82498,0.47,49.39
"Argentina","Leprosy","Genetic","Young Adult","Female","Vaccination","Yes",2020,7.58,2.48,0.32,341364,55.57,2.43,4.45,4774,50.34,2473,5.15,65391,0.53,86.58
"Russia","Cancer","Viral","Child","Other","Therapy","Yes",2023,16.38,9.23,5.71,787461,76.29,1.02,9.64,6230,75.57,1838,0.4,95948,0.78,65.98
"Nigeria","Influenza","Genetic","Young Adult","Female","Therapy","Yes",2020,12.57,6.66,3.2,424570,98.63,2.62,7.22,31668,91.31,1348,7.85,33257,0.88,46.72
"Argentina","HIV/AIDS","Autoimmune","Child","Male","Surgery","No",2021,2.53,0.2,2.01,259282,93.81,4.48,5.93,34202,83.67,139,2.42,21098,0.46,80
"South Africa","Ebola","Chronic","Adult","Male","Vaccination","No",2022,3.7,11.15,7.24,716320,79.69,2,9.61,33981,50.39,2592,9.08,50184,0.69,80.38
