Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
USA,2024,Zika,Parasitic,17.67,13.69,3.63,36-60,Male,704864,95.76,3.46,5.39,Therapy,16117.0,Yes,93.53,2958,0.56,29779.0,0.68,49.65
China,2022,Dengue,Neurological,4.65,4.6,4.19,0-18,Male,872513,84.22,3.08,0.82,Medication,34315.0,Yes,69.58,3125,7.89,42252.0,0.59,22.7
Argentina,2022,Asthma,Viral,17.33,2.15,4.86,0-18,Other,42362,68.27,3.19,3.28,Medication,37128.0,No,73.59,1877,1.25,31121.0,0.48,45.86
Argentina,2023,Influenza,Chronic,10.77,9.14,3.97,36-60,Other,522554,62.68,3.78,6.0,Therapy,4471.0,No,56.72,4120,1.24,45497.0,0.69,34.71
South Africa,2022,Diabetes,Bacterial,15.0,9.41,7.27,61+,Male,234391,52.73,3.47,4.83,Medication,42670.0,Yes,50.93,1052,5.05,4489.0,0.43,61.32
China,2023,HIV/AIDS,Autoimmune,4.89,0.47,4.44,36-60,Female,947759,65.82,0.75,,Vaccination,24959.0,Yes,53.79,2719,5.12,87220.0,0.48,79.56
Nigeria,2023,Influenza,Neurological,12.01,14.64,0.54,61+,Other,714774,94.48,3.59,4.58,Surgery,6030.0,Yes,85.16,4836,2.21,46234.0,0.42,70.17
Argentina,2020,Diabetes,Parasitic,4.02,9.78,0.23,36-60,Other,828740,55.57,3.57,2.7,Vaccination,27283.0,Yes,79.94,2514,8.89,1692.0,0.81,87.99
Argentina,2024,Malaria,Chronic,4.03,4.39,0.42,61+,Female,44789,56.73,4.42,5.22,Medication,43272.0,Yes,71.04,3255,4.88,87478.0,0.84,22.13
UK,2021,Zika,Respiratory,17.91,2.62,5.74,0-18,Male,498375,65.62,4.17,4.64,Medication,18630.0,Yes,56.84,3818,6.53,44908.0,0.82,31.9
UK,2023,Leprosy,Metabolic,10.32,9.78,7.01,0-18,Male,586996,69.03,3.75,4.28,Vaccination,11053.0,Yes,91.61,4646,1.48,44900.0,0.55,32.94
USA,2022,Parkinson's Disease,,10.54,,1.64,36-60,Other,21463,72.31,1.12,1.38,Surgery,24072.0,No,66.9,4925,2.4,24864.0,0.59,20.26
UK,2021,COVID-19,Metabolic,3.92,2.55,2.08,19-35,Male,301137,64.72,4.87,8.04,Surgery,41260.0,No,55.81,2801,2.36,25781.0,0.82,40.43
Russia,2024,Influenza,Autoimmune,8.17,11.72,7.11,61+,Other,90033,94.91,3.87,5.39,Vaccination,9868.0,No,96.8,1973,7.36,8876.0,0.8,62.8
India,2024,Malaria,Infectious,,1.52,4.08,61+,Female,856036,99.0,2.03,4.85,Therapy,31892.0,No,61.69,2868,1.86,17379.0,0.85,80.31
USA,2024,Cholera,Respiratory,17.17,6.71,8.72,19-35,Female,79945,71.27,2.12,7.08,Surgery,14347.0,No,60.61,1036,4.05,50552.0,0.61,38.68
Russia,2021,Alzheimer's Disease,Infectious,5.44,4.3,2.83,19-35,Other,235303,89.38,2.22,6.66,Therapy,13889.0,No,60.94,4897,4.43,16827.0,0.59,43.8
Russia,2023,Hepatitis,Bacterial,3.64,9.89,8.96,0-18,,175683,62.21,1.14,9.39,Surgery,18782.0,No,89.45,3420,0.21,43932.0,0.75,20.73
South Africa,2024,Hepatitis,Cardiovascular,11.58,11.02,2.81,36-60,Other,35531,85.01,1.03,2.37,Therapy,49327.0,Yes,72.33,3128,8.66,34101.0,0.59,30.19
China,2020,Cancer,Viral,14.65,12.42,1.05,0-18,Female,206339,84.14,0.56,2.35,Therapy,31170.0,No,67.4,4055,1.92,47335.0,0.48,34.83
India,2024,Polio,Cardiovascular,,5.98,2.58,19-35,Male,356553,62.51,2.28,4.4,Surgery,2440.0,No,74.54,3460,3.24,47453.0,0.6,69.93
South Africa,2021,Rabies,Bacterial,2.55,12.59,9.03,61+,Other,201888,85.59,4.09,7.42,Therapy,15982.0,No,61.73,4157,5.31,60107.0,0.74,87.07
Nigeria,2024,Ebola,Viral,15.79,8.1,6.5,0-18,Female,333870,51.53,4.39,8.71,Medication,3353.0,Yes,71.48,526,2.76,83919.0,0.56,72.5
USA,2024,Parkinson's Disease,Bacterial,3.31,5.14,4.26,0-18,Other,667745,68.03,4.26,7.25,Therapy,,No,97.31,4381,5.37,63117.0,0.78,20.37
USA,2023,Polio,Chronic,4.67,0.31,9.89,0-18,Other,552391,86.79,3.0,3.01,Medication,48742.0,No,59.9,4517,8.31,97211.0,0.46,43.29
Russia,2023,Parkinson's Disease,Infectious,1.96,13.88,4.97,19-35,Other,612473,97.39,1.9,4.87,Medication,33153.0,Yes,65.5,359,4.19,15657.0,0.67,50.03
Argentina,2022,Polio,Infectious,2.55,14.69,9.68,61+,Male,989318,70.73,4.12,2.32,Therapy,7417.0,Yes,56.06,3055,3.45,10081.0,0.54,88.25
Argentina,2020,Cholera,Neurological,2.35,2.78,8.23,19-35,Other,951959,94.25,3.97,5.76,Medication,20881.0,Yes,92.52,653,0.03,99409.0,0.67,59.29
Nigeria,2021,Rabies,Viral,8.55,10.39,1.32,19-35,Female,687362,56.52,1.67,3.5,Medication,1388.0,Yes,89.74,3479,4.41,83823.0,0.5,57.15
USA,2022,Cholera,Bacterial,19.48,8.97,9.42,36-60,Female,87945,60.39,4.11,8.52,Surgery,23155.0,No,88.36,1104,4.16,97110.0,0.75,55.65
India,2020,Tuberculosis,Cardiovascular,10.43,2.66,5.34,19-35,Other,766270,76.66,2.17,9.12,Surgery,26089.0,No,85.02,4734,1.32,45411.0,0.4,59.35
Argentina,2020,Diabetes,Parasitic,15.88,6.25,3.92,19-35,Female,7600,92.88,4.43,4.64,Medication,26794.0,No,84.36,4424,3.71,44959.0,0.7,55.76
South Africa,2020,Polio,Chronic,6.74,12.66,9.1,36-60,Other,479573,83.62,2.08,8.22,Vaccination,48734.0,No,81.24,810,6.92,61490.0,0.63,59.05
Argentina,2023,Influenza,Infectious,19.89,6.08,5.84,61+,Other,1463,61.2,2.84,8.1,Medication,10502.0,Yes,93.59,4801,8.05,72399.0,0.87,66.81
South Africa,2024,Zika,Viral,2.13,3.36,5.28,61+,Other,430008,50.3,,6.1,Surgery,807.0,Yes,57.62,4046,8.92,72348.0,0.65,52.63
China,2024,Parkinson's Disease,Chronic,11.61,1.36,2.54,61+,Male,610860,64.56,3.0,6.0,Therapy,47032.0,Yes,75.75,212,9.31,33174.0,0.41,84.38
Nigeria,2021,Dengue,Parasitic,6.76,6.24,0.28,19-35,Other,235000,85.85,3.2,7.99,Surgery,13871.0,No,72.88,3665,2.69,64535.0,0.7,76.09
China,2023,Zika,Bacterial,10.11,1.31,3.2,36-60,Female,209193,84.56,2.16,4.78,Vaccination,45011.0,No,81.66,4616,1.92,22540.0,0.76,76.34
Nigeria,2020,Dengue,Infectious,16.4,10.71,6.52,19-35,Male,35400,65.96,1.22,7.51,Therapy,45823.0,No,85.96,4110,8.06,32353.0,0.87,89.11
China,2021,Hepatitis,Parasitic,13.7,12.98,9.89,61+,Male,28726,81.89,4.54,1.38,Therapy,6589.0,No,57.18,1554,7.89,34275.0,0.66,50.56
India,2021,Leprosy,Bacterial,4.89,10.16,4.56,61+,Female,793845,72.7,4.77,1.17,Surgery,35104.0,Yes,94.95,1595,7.0,56293.0,0.52,55.38
Nigeria,2020,Cholera,Infectious,11.59,13.22,0.63,19-35,Female,894190,60.74,2.1,4.97,Therapy,18440.0,Yes,88.55,3464,8.81,78029.0,0.56,29.08
India,2023,Tuberculosis,Genetic,7.11,2.46,9.39,36-60,Other,337569,59.24,1.97,8.35,Surgery,14295.0,Yes,51.25,1949,2.4,98748.0,0.87,79.56
Argentina,2021,Ebola,Viral,9.28,12.34,1.37,19-35,Male,335606,69.44,4.23,4.02,Surgery,21188.0,No,73.32,2224,2.21,63584.0,0.46,76.15
USA,2020,Tuberculosis,Parasitic,3.99,14.53,1.62,19-35,Male,342382,58.73,3.11,8.56,Surgery,47940.0,Yes,77.8,4303,2.93,72382.0,0.55,86.9
China,2021,Malaria,Metabolic,12.61,1.9,9.68,61+,Female,538788,99.98,2.68,8.29,Medication,10008.0,No,55.96,3967,6.49,3374.0,0.43,21.73
China,2021,Malaria,Cardiovascular,7.52,4.23,1.37,19-35,Female,670645,66.07,3.78,1.89,Therapy,21128.0,Yes,58.62,4222,1.99,33638.0,0.83,76.03
Nigeria,2023,Influenza,Bacterial,11.45,1.07,0.37,19-35,Female,334519,90.48,0.63,7.79,Vaccination,22304.0,Yes,71.66,2434,3.73,12628.0,0.72,74.62
Nigeria,2023,Parkinson's Disease,Autoimmune,6.5,0.51,3.38,19-35,Male,63367,60.11,2.41,2.86,Surgery,42357.0,Yes,52.45,1045,4.27,20375.0,0.59,
USA,2020,Malaria,Neurological,4.85,8.15,6.34,0-18,Female,922034,74.36,0.58,3.89,Surgery,12557.0,Yes,94.55,2781,1.48,82746.0,0.53,60.7
Russia,2023,Cholera,Infectious,15.38,13.8,5.95,0-18,Male,91743,54.03,3.34,9.35,Surgery,30097.0,Yes,62.82,4580,4.36,16749.0,0.62,60.1
India,2020,Parkinson's Disease,Chronic,7.38,3.33,7.18,19-35,Other,552290,63.74,2.95,,Surgery,40565.0,No,96.97,3492,4.05,1716.0,0.84,47.09
India,2023,Leprosy,Parasitic,3.77,2.5,7.42,61+,Female,6747,95.49,1.59,3.48,Surgery,24456.0,Yes,67.44,3451,2.28,98475.0,0.54,79.28
Argentina,2021,COVID-19,,12.73,11.56,5.59,19-35,Other,388589,98.85,,9.68,Vaccination,49775.0,No,73.75,2876,4.3,98285.0,0.59,32.14
Russia,2022,Rabies,Respiratory,6.45,11.97,7.62,61+,Male,157845,59.02,4.31,6.66,Therapy,5386.0,No,76.42,359,6.99,68307.0,0.83,60.66
India,2021,Cholera,Chronic,10.99,4.53,9.75,19-35,Other,903178,93.75,3.93,3.16,Medication,36031.0,Yes,62.12,653,7.09,71749.0,0.56,85.66
USA,2023,Leprosy,Infectious,12.8,5.28,3.94,0-18,Other,843641,50.12,1.93,2.1,Surgery,41202.0,Yes,59.0,411,0.62,25032.0,0.66,55.52
UK,2020,Hepatitis,Neurological,14.92,13.9,7.68,19-35,Other,401948,93.53,3.62,6.31,Vaccination,23589.0,No,72.58,2000,2.99,55016.0,0.52,58.9
Nigeria,2021,Polio,Viral,2.8,8.38,4.28,36-60,Male,869514,90.57,1.16,8.1,Therapy,47707.0,Yes,78.87,1479,4.38,1203.0,0.79,65.39
USA,2021,Hypertension,Bacterial,8.51,5.63,8.99,61+,Female,978631,94.72,4.47,5.37,Vaccination,2064.0,Yes,71.63,3439,1.95,17735.0,0.73,39.21
USA,2020,Alzheimer's Disease,Respiratory,1.55,9.64,6.25,0-18,Female,206789,71.22,0.53,3.29,Therapy,29114.0,Yes,65.29,3673,3.41,99751.0,0.84,43.84
UK,2024,Dengue,Viral,12.19,5.11,9.3,61+,Other,37209,53.6,3.98,7.59,Vaccination,25892.0,Yes,82.27,633,8.47,35693.0,0.74,23.39
Argentina,2020,Measles,Infectious,1.54,5.68,3.76,61+,Male,770947,51.85,0.67,5.84,Medication,27912.0,No,71.33,3321,7.93,48841.0,0.4,89.33
India,2020,Cancer,Chronic,9.51,12.33,4.13,0-18,Female,561851,50.05,1.52,3.25,Medication,5364.0,Yes,63.97,2918,7.84,16731.0,0.52,70.87
USA,2021,Alzheimer's Disease,Chronic,,5.39,2.62,36-60,Male,613377,95.27,2.9,0.81,Surgery,7086.0,Yes,68.71,464,8.25,1412.0,0.7,49.92
UK,2021,Cancer,Infectious,16.48,,6.51,19-35,Male,753539,92.16,4.52,,Medication,8720.0,Yes,96.57,699,9.64,58111.0,0.67,23.5
India,2021,Influenza,Bacterial,,12.14,1.97,0-18,Male,315889,63.36,0.81,2.31,Therapy,34057.0,Yes,53.1,2423,3.77,91583.0,0.42,54.52
Nigeria,2020,Asthma,Infectious,2.14,13.16,6.29,61+,Other,946628,62.99,4.58,0.7,Surgery,15306.0,Yes,60.9,4043,4.04,29478.0,0.63,21.35
Nigeria,2023,Asthma,,14.95,1.67,3.47,61+,Other,912565,93.29,0.98,9.45,Medication,2322.0,No,85.67,1042,9.34,45259.0,0.52,63.64
Russia,2024,Malaria,Metabolic,9.49,13.46,7.5,0-18,Male,817384,61.47,,4.36,Medication,3838.0,Yes,56.15,1435,7.58,84549.0,0.55,43.39
China,2022,Cancer,Infectious,5.18,5.37,4.69,0-18,Female,450652,60.96,2.66,8.06,Surgery,16553.0,No,86.44,3950,7.32,15796.0,0.41,30.69
India,2024,Cancer,Parasitic,4.73,6.17,8.13,0-18,Female,197881,99.74,1.38,1.05,Vaccination,49999.0,No,73.76,1526,7.05,49101.0,0.55,50.76
Argentina,2021,Measles,Neurological,19.8,14.79,5.67,19-35,Female,812202,93.71,1.89,4.48,Surgery,44621.0,No,63.63,2470,8.22,71682.0,0.58,59.65
UK,2022,Hepatitis,Bacterial,0.73,10.53,8.76,0-18,Other,816784,97.68,2.36,7.32,Medication,24065.0,Yes,81.11,2423,4.03,49276.0,0.67,42.85
Russia,2023,HIV/AIDS,Metabolic,4.58,10.52,4.09,0-18,Other,412941,90.34,4.28,1.13,Vaccination,49616.0,Yes,85.16,2937,8.42,5361.0,0.73,51.59
China,2023,Tuberculosis,Cardiovascular,6.91,12.52,3.98,19-35,Male,56067,94.81,4.8,3.39,Therapy,38795.0,Yes,92.14,4885,3.93,8421.0,0.75,49.13
Russia,2021,HIV/AIDS,Parasitic,13.48,5.24,,36-60,Male,298521,50.88,3.63,0.56,Vaccination,29850.0,Yes,70.8,4287,6.71,20232.0,0.82,49.0
India,2021,HIV/AIDS,Viral,10.25,1.16,7.64,36-60,Female,7162,93.76,1.07,9.95,Surgery,22140.0,Yes,98.68,3286,7.36,15499.0,0.44,81.6
UK,2021,Dengue,Chronic,1.72,4.34,3.3,0-18,Female,905920,82.41,2.38,7.78,Therapy,23560.0,No,77.2,1507,9.99,92974.0,0.82,83.5
Russia,2023,Asthma,Viral,16.74,4.35,7.55,0-18,Female,922709,64.27,3.39,6.2,Medication,24810.0,No,66.91,3745,2.78,90674.0,0.63,88.46
Argentina,2023,Leprosy,Respiratory,7.0,2.22,6.55,36-60,Male,70761,59.72,0.57,1.38,Vaccination,21384.0,Yes,91.7,896,2.35,67033.0,0.85,85.61
USA,2023,Zika,Autoimmune,8.69,10.66,5.95,36-60,Other,741814,67.59,1.87,8.61,Surgery,23273.0,No,64.84,2404,2.11,62860.0,0.6,59.21
USA,2024,Zika,Bacterial,8.19,7.11,2.0,61+,Other,680833,63.25,2.46,2.37,Surgery,45465.0,Yes,63.56,2107,8.52,59509.0,0.86,83.94
Nigeria,2022,Asthma,Parasitic,6.51,,0.7,61+,Male,307536,91.53,2.71,6.43,Surgery,35895.0,Yes,95.92,4217,6.59,82455.0,0.52,30.35
Russia,2024,Leprosy,Genetic,9.52,8.51,1.88,36-60,Female,397278,64.03,1.48,1.99,Vaccination,34001.0,No,65.89,3355,1.99,77819.0,0.69,52.47
India,2021,Tuberculosis,Genetic,10.96,12.37,0.11,19-35,Other,26821,90.55,3.3,4.53,Surgery,23814.0,No,75.3,2819,9.92,63305.0,0.61,71.87
South Africa,2021,Leprosy,Parasitic,12.17,0.73,3.75,19-35,Male,223751,59.73,2.18,9.94,Therapy,11230.0,No,93.65,3221,4.35,8412.0,0.8,43.55
China,2021,Tuberculosis,Parasitic,3.42,13.18,1.27,19-35,Female,411026,65.68,3.29,8.17,Therapy,37564.0,No,50.07,1623,9.63,29303.0,0.49,44.83
India,2021,Alzheimer's Disease,Respiratory,,13.69,2.93,19-35,Other,984464,94.61,0.84,2.79,Surgery,43819.0,Yes,54.79,1570,4.09,9778.0,0.8,70.19
UK,2020,Polio,Metabolic,15.15,4.87,4.36,19-35,Male,660057,74.72,1.8,3.76,Surgery,33447.0,No,95.16,3401,9.99,81723.0,0.89,28.44
China,2021,HIV/AIDS,Viral,7.33,7.01,0.48,19-35,Female,669137,77.99,2.26,1.81,Medication,35779.0,No,75.68,3246,9.65,9923.0,0.65,30.84
USA,2020,Tuberculosis,Respiratory,15.09,14.86,9.18,0-18,Female,609498,83.14,4.75,3.55,Vaccination,5149.0,Yes,77.01,1271,9.08,73443.0,0.88,38.74
Russia,2023,Hypertension,Cardiovascular,,12.99,5.1,61+,Other,285392,58.8,3.58,8.2,Medication,42226.0,No,57.4,1935,4.65,8567.0,0.9,42.66
Nigeria,2020,Cancer,Parasitic,10.53,14.68,5.62,19-35,Female,798089,52.69,3.67,8.33,Vaccination,25595.0,No,75.17,4300,0.63,57485.0,0.83,21.51
UK,2023,Leprosy,Cardiovascular,12.41,2.09,6.8,61+,Other,919195,90.89,0.87,8.85,Surgery,20565.0,No,93.98,3896,1.95,72056.0,0.87,68.36
Russia,2023,COVID-19,Viral,12.99,10.45,0.3,61+,Male,438500,88.33,4.23,7.72,Vaccination,38380.0,Yes,72.28,2102,9.53,84450.0,0.79,
Argentina,2024,Diabetes,Metabolic,18.68,6.69,6.57,0-18,Female,9826,89.79,1.46,9.26,Therapy,16117.0,Yes,68.64,315,9.98,25574.0,0.5,49.35
China,2020,Cholera,Genetic,1.82,6.98,7.83,61+,Male,669902,78.41,3.26,2.25,Medication,15096.0,No,75.2,3792,2.21,75408.0,0.53,71.75
Nigeria,2024,Cholera,Bacterial,7.19,0.59,1.96,61+,Male,18617,88.52,1.83,0.99,Therapy,16655.0,Yes,53.5,2321,2.79,85988.0,0.64,71.12
USA,2021,HIV/AIDS,Neurological,16.59,14.57,5.86,61+,Female,189341,87.09,2.01,6.32,Vaccination,37327.0,No,98.69,3497,5.05,93146.0,0.49,33.31
USA,2023,Tuberculosis,Respiratory,14.57,3.03,7.02,61+,Male,816124,,3.67,2.49,Vaccination,1147.0,No,51.7,2650,0.2,13948.0,0.59,49.74
Russia,2022,Rabies,Parasitic,2.25,7.76,7.97,61+,Male,31298,86.19,2.51,9.8,Medication,19669.0,Yes,62.46,2031,7.22,81421.0,0.86,25.68
Russia,2020,Cancer,Respiratory,14.5,2.66,3.01,0-18,Male,863640,78.12,4.87,5.69,Surgery,22192.0,No,78.51,1853,4.25,44482.0,0.75,75.35
UK,2020,HIV/AIDS,Bacterial,4.82,0.33,1.12,19-35,Female,455815,91.2,0.58,2.53,Medication,29899.0,No,78.42,960,8.08,38667.0,0.49,74.28
Argentina,2023,Malaria,Viral,1.92,9.47,0.91,36-60,Other,93757,86.54,4.11,9.99,Surgery,6164.0,Yes,96.74,1261,2.4,16799.0,0.82,25.29
Russia,2021,Dengue,Respiratory,7.13,5.31,0.32,61+,Other,395035,88.72,0.62,5.7,Therapy,37752.0,Yes,98.54,1136,2.28,54703.0,0.49,21.85
China,2024,Ebola,Parasitic,18.81,4.11,8.99,61+,Other,873202,96.14,2.5,8.46,Therapy,33538.0,Yes,85.65,1077,0.4,19199.0,0.83,23.76
USA,2020,Asthma,Autoimmune,14.1,5.38,1.28,36-60,Female,62248,71.17,0.53,8.85,Therapy,34664.0,Yes,94.85,1337,7.48,13342.0,0.82,53.81
South Africa,2024,COVID-19,Respiratory,5.95,14.06,7.24,36-60,Male,854380,85.63,1.7,7.5,Surgery,35339.0,No,60.17,3628,4.32,55875.0,0.78,86.41
South Africa,2020,Malaria,Metabolic,14.85,11.31,8.07,61+,Female,202257,89.15,3.0,2.69,Surgery,19713.0,No,80.88,739,5.95,60815.0,0.69,35.41
Nigeria,2024,Tuberculosis,Autoimmune,6.74,,4.38,0-18,Female,318450,80.9,2.41,6.99,Medication,9272.0,Yes,97.28,786,7.21,95187.0,0.41,59.63
UK,2020,Polio,Metabolic,8.36,13.89,5.21,61+,Male,493167,58.08,2.31,7.13,Therapy,18970.0,No,86.64,361,4.82,42099.0,0.62,85.03
Argentina,2021,Hepatitis,Neurological,19.14,14.18,5.4,36-60,Other,494450,54.08,2.23,7.94,Vaccination,35613.0,No,55.6,3213,2.39,15971.0,0.9,58.24
UK,2020,Malaria,Parasitic,15.89,12.16,3.11,61+,Other,1806,59.06,3.36,8.5,Surgery,30188.0,No,82.56,705,8.39,65388.0,0.79,60.37
Russia,2021,Hepatitis,Respiratory,1.46,9.73,7.84,0-18,Other,594056,75.72,4.32,1.47,Vaccination,49751.0,No,72.14,115,7.49,28180.0,0.42,
Argentina,2020,Polio,Metabolic,15.81,9.4,7.22,0-18,Other,434164,58.73,1.93,4.53,Surgery,20128.0,Yes,70.86,188,2.64,90384.0,0.62,39.71
Russia,2023,Ebola,Bacterial,15.15,3.86,7.85,36-60,Female,608843,83.41,2.96,6.76,Surgery,46286.0,No,71.01,96,3.04,3685.0,0.84,87.02
South Africa,2021,Ebola,Respiratory,3.36,7.45,4.24,61+,Other,559943,88.47,0.77,6.2,Vaccination,27623.0,Yes,55.94,2034,0.55,87219.0,0.7,20.62
Argentina,2024,Malaria,Cardiovascular,10.68,5.49,6.43,61+,Male,983000,84.4,3.9,9.59,Medication,6376.0,No,64.95,4035,1.52,65924.0,0.69,80.8
USA,2021,Cancer,Autoimmune,15.03,1.28,9.78,19-35,Other,728359,,3.8,7.2,Medication,1964.0,No,77.58,3241,5.6,52543.0,0.55,44.22
India,2022,Leprosy,Genetic,6.95,7.94,8.83,36-60,Male,219804,58.35,4.55,8.59,Vaccination,32145.0,Yes,97.03,2228,3.8,33552.0,0.76,
UK,2022,Zika,Cardiovascular,19.86,7.18,0.45,61+,Other,211928,64.62,1.74,9.32,Vaccination,38713.0,Yes,58.03,2292,7.61,12951.0,0.68,20.09
Nigeria,2023,Polio,Autoimmune,5.25,7.04,8.61,19-35,Female,541051,50.02,0.53,4.07,Therapy,10537.0,No,82.54,2029,1.61,38660.0,0.48,71.48
India,2021,Ebola,Neurological,6.81,2.2,7.08,61+,Female,486505,79.99,2.79,1.21,Surgery,36724.0,Yes,79.7,3454,7.29,95352.0,0.44,72.77
India,2024,Zika,Infectious,7.09,0.54,6.15,61+,Female,510044,76.09,0.74,9.21,Medication,23065.0,No,50.8,1432,3.03,43427.0,0.9,27.09
UK,2022,Cholera,Metabolic,12.26,12.91,0.69,36-60,Female,356318,60.37,4.89,4.06,Surgery,132.0,Yes,83.66,917,3.68,53973.0,0.74,48.3
Argentina,2021,Alzheimer's Disease,Cardiovascular,1.27,13.79,8.16,19-35,Male,342429,60.49,1.89,1.37,Therapy,3948.0,No,66.41,3327,1.35,51927.0,0.66,35.41
South Africa,2022,Parkinson's Disease,Infectious,0.27,1.63,9.97,61+,Female,387105,63.68,2.95,5.19,Vaccination,40758.0,Yes,58.83,4091,9.15,19907.0,0.59,73.55
Russia,2024,Rabies,Cardiovascular,0.71,13.67,1.41,61+,Other,766939,94.05,4.36,1.54,Therapy,42925.0,No,67.75,3188,2.17,73368.0,0.59,76.4
South Africa,2022,Measles,Respiratory,0.46,5.8,1.91,61+,Male,233905,58.27,3.83,4.38,Surgery,46974.0,Yes,78.91,3217,1.99,11105.0,0.65,51.23
USA,2020,Dengue,Chronic,6.5,7.29,5.77,19-35,Male,77844,98.97,4.9,9.69,Surgery,33016.0,Yes,94.26,3046,7.72,61098.0,0.45,66.44
USA,2021,Cancer,Viral,3.53,6.13,6.11,61+,Female,653775,58.19,1.53,5.68,Vaccination,20168.0,No,53.18,2463,3.83,39656.0,0.88,35.41
Nigeria,2021,Malaria,,9.4,3.5,8.27,61+,Female,956672,93.9,1.76,1.3,Medication,16431.0,Yes,93.15,2313,7.02,60301.0,0.64,88.51
Nigeria,2021,Hypertension,Parasitic,5.02,5.15,4.88,36-60,Female,309350,63.79,3.4,1.41,Therapy,39539.0,Yes,67.26,3791,8.57,43890.0,0.84,82.69
USA,2020,Influenza,Metabolic,2.63,12.87,0.79,36-60,Other,362478,50.26,0.88,4.93,Therapy,44313.0,No,85.7,2229,9.72,12163.0,0.67,69.12
India,2022,Asthma,Cardiovascular,0.27,,2.64,36-60,Other,934186,71.7,0.74,5.57,Therapy,27136.0,No,92.79,1692,9.71,64616.0,0.44,32.45
Russia,2020,Ebola,Parasitic,18.91,11.54,5.54,0-18,Male,983494,97.2,4.69,4.66,Therapy,782.0,No,82.86,1909,3.54,12084.0,0.41,68.14
Russia,2022,Alzheimer's Disease,Respiratory,2.7,3.81,2.12,36-60,Female,29166,95.19,3.52,7.02,Surgery,14541.0,No,64.1,4683,2.21,78891.0,0.76,38.94
China,2023,Alzheimer's Disease,Genetic,17.31,13.46,2.65,61+,Male,752179,73.11,2.4,9.13,Medication,14577.0,No,76.94,960,6.71,56732.0,0.62,81.75
UK,2020,Leprosy,Autoimmune,14.24,5.36,9.09,61+,Male,377215,93.49,3.47,3.35,Therapy,7892.0,No,68.92,811,8.94,28367.0,0.46,49.86
India,2023,Tuberculosis,Neurological,13.74,1.24,7.63,19-35,Other,77994,81.2,2.36,4.69,Surgery,38353.0,Yes,50.74,3365,3.21,86831.0,0.62,61.13
Argentina,2024,Parkinson's Disease,Genetic,7.75,1.57,9.08,19-35,Other,872119,68.9,4.37,3.96,Vaccination,29927.0,Yes,87.38,2632,8.55,82498.0,0.47,49.39
Argentina,2020,Leprosy,Genetic,7.58,2.48,0.32,19-35,Female,341364,55.57,2.43,4.45,Vaccination,4774.0,Yes,50.34,2473,5.15,65391.0,0.53,86.58
Russia,2023,Cancer,Viral,16.38,9.23,5.71,0-18,Other,787461,76.29,1.02,9.64,Therapy,6230.0,Yes,75.57,1838,0.4,95948.0,0.78,65.98
Nigeria,2020,Influenza,Genetic,12.57,6.66,3.2,19-35,Female,424570,98.63,2.62,7.22,Therapy,31668.0,Yes,91.31,1348,7.85,33257.0,0.88,46.72
Argentina,2021,HIV/AIDS,Autoimmune,2.53,0.2,2.01,0-18,Male,259282,93.81,4.48,5.93,Surgery,34202.0,No,83.67,139,2.42,21098.0,0.46,80.0
South Africa,2022,Ebola,Chronic,3.7,11.15,7.24,36-60,Male,716320,79.69,2.0,9.61,Vaccination,33981.0,No,50.39,2592,9.08,50184.0,0.69,80.38
China,2024,Cholera,Autoimmune,4.84,4.77,4.19,0-18,Other,855026,91.09,4.96,9.0,Vaccination,35947.0,Yes,59.47,4756,5.91,80283.0,0.8,48.96
South Africa,2022,Parkinson's Disease,Respiratory,18.02,12.18,2.26,61+,Other,512038,78.29,1.98,6.33,Vaccination,45011.0,Yes,86.13,3980,0.76,98157.0,0.48,23.06
Russia,2020,Influenza,Respiratory,18.74,5.2,3.47,19-35,Female,403749,82.54,3.29,3.84,Surgery,48631.0,Yes,90.82,4524,8.15,18782.0,0.45,28.27
USA,2021,Asthma,Autoimmune,9.72,11.15,7.3,36-60,Male,82661,71.04,0.72,8.45,Therapy,14647.0,No,86.83,1438,8.74,85188.0,0.72,88.71
USA,2021,Cholera,Cardiovascular,,4.26,0.76,36-60,Male,310162,89.48,1.23,5.12,Medication,26040.0,No,66.77,4642,6.12,8180.0,0.55,34.5
UK,2024,Malaria,Genetic,12.09,0.65,9.98,36-60,Other,394745,78.33,4.58,7.46,Medication,4523.0,No,95.36,2490,0.81,75178.0,0.75,77.53
India,2024,Hypertension,Respiratory,15.73,14.03,9.16,19-35,Other,855950,,2.19,0.94,Vaccination,5997.0,Yes,64.73,711,2.81,80785.0,0.82,76.76
Russia,2023,Influenza,Metabolic,10.81,11.82,4.17,36-60,Other,211718,70.44,4.33,6.49,Vaccination,15423.0,Yes,86.85,3844,2.5,40385.0,0.48,37.6
UK,2020,Cholera,Chronic,15.11,8.48,1.72,61+,Other,421422,88.92,3.86,2.07,Vaccination,6888.0,No,69.4,3312,7.79,91433.0,0.77,51.63
